,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
45,A Bombsite Close Left,Ax1Le,1,1,0,243,99,144,T,160
46,Lane Behind Pillar,Ax1Le,4,2,2,235,259,-24,CT,160
47,Lane Behind Pillar,Ax1Le,1,0,1,100,0,100,T,160
48,Default Plant A Site,Ax1Le,0,0,0,0,0,0,CT,160
49,Default Plant A Site,Ax1Le,1,0,1,23,16,7,T,160
50,CT Banana Sandbangs,Ax1Le,0,0,0,12,0,12,CT,160
51,CT Banana Sandbangs,Ax1Le,1,1,0,118,58,60,T,160
52,T Ramp Peeking Towards Mid,Ax1Le,0,1,-1,26,98,-72,CT,160
53,T Ramp Peeking Towards Mid,Ax1Le,0,0,0,0,76,-76,T,160
54,Dark,Ax1Le,0,0,0,0,0,0,CT,160
55,Dark,Ax1Le,0,1,-1,12,7,5,T,160
56,Back Alley,Ax1Le,0,0,0,0,0,0,CT,160
57,Back Alley,Ax1Le,4,2,2,408,308,100,T,160
58,Middle,Ax1Le,2,1,1,245,150,95,CT,160
59,Middle,Ax1Le,0,0,0,0,5,-5,T,160
60,Boiler Peek to Mid,Ax1Le,0,0,0,0,1,-1,CT,160
61,Boiler Peek to Mid,Ax1Le,0,1,-1,60,196,-136,T,160
62,CT Boost,Ax1Le,4,2,2,177,279,-102,CT,160
63,CT Boost,Ax1Le,0,0,0,0,0,0,T,160
64,A Site Right Side Middle Pillar,Ax1Le,1,0,1,114,81,33,CT,160
65,A Site Right Side Middle Pillar,Ax1Le,0,0,0,0,0,0,T,160
66,Apps Hallway,Ax1Le,0,0,0,0,25,-25,CT,160
67,Apps Hallway,Ax1Le,2,0,2,201,63,138,T,160
68,CT Arch,Ax1Le,1,0,1,71,0,71,CT,160
69,CT Arch,Ax1Le,0,0,0,0,0,0,T,160
70,Right Side Quadbox Peek for a CT,Ax1Le,0,0,0,0,0,0,CT,160
71,Right Side Quadbox Peek for a CT,Ax1Le,1,1,0,185,72,113,T,160
72,Front Coffins,Ax1Le,0,1,-1,0,48,-48,CT,160
73,Front Coffins,Ax1Le,0,1,-1,0,100,-100,T,160
74,B Site Cross for T's Exposed to CT and Quad,Ax1Le,0,0,0,0,0,0,CT,160
75,B Site Cross for T's Exposed to CT and Quad,Ax1Le,0,2,-2,0,173,-173,T,160
76,CT Banana Barrels,Ax1Le,0,0,0,0,0,0,CT,160
77,CT Banana Barrels,Ax1Le,1,0,1,100,86,14,T,160
78,1st Oranges,Ax1Le,0,0,0,0,0,0,CT,160
79,1st Oranges,Ax1Le,0,0,0,22,0,22,T,160
80,A Bombsite Back Site,Ax1Le,0,0,0,60,0,60,CT,160
81,A Bombsite Back Site,Ax1Le,2,0,2,200,23,177,T,160
82,Apartments Hallway Peek from T Side,Ax1Le,0,1,-1,44,100,-56,CT,160
83,Apartments Hallway Peek from T Side,Ax1Le,0,0,0,11,0,11,T,160
84,A Site Left Side Middle Boxes,Ax1Le,0,0,0,0,0,0,CT,160
85,A Site Left Side Middle Boxes,Ax1Le,0,0,0,0,0,0,T,160
86,Quad Box,Ax1Le,0,0,0,0,0,0,CT,160
87,Quad Box,Ax1Le,0,0,0,0,0,0,T,160
88,Left Side Quadbox Peek for a CT,Ax1Le,1,0,1,100,0,100,CT,160
89,Left Side Quadbox Peek for a CT,Ax1Le,0,0,0,0,0,0,T,160
90,2nd Oranges,Ax1Le,0,0,0,0,0,0,CT,160
91,2nd Oranges,Ax1Le,0,0,0,22,79,-57,T,160
92,CT Outside Kitchen,Ax1Le,0,0,0,0,0,0,CT,160
93,CT Outside Kitchen,Ax1Le,0,0,0,0,0,0,T,160
94,Lane Peek Towards Top Mid,Ax1Le,0,0,0,0,0,0,CT,160
95,Lane Peek Towards Top Mid,Ax1Le,0,0,0,0,0,0,T,160
96,Top Graveyard,Ax1Le,0,0,0,0,0,0,CT,160
97,Top Graveyard,Ax1Le,1,0,1,80,30,50,T,160
98,Next to Library Cubby,Ax1Le,0,1,-1,80,100,-20,CT,160
99,Next to Library Cubby,Ax1Le,0,0,0,0,0,0,T,160
100,Balcony,Ax1Le,0,0,0,0,0,0,CT,160
101,Balcony,Ax1Le,0,0,0,0,0,0,T,160
102,T Apps,Ax1Le,0,1,-1,0,100,-100,CT,160
103,T Apps,Ax1Le,0,0,0,0,0,0,T,160
104,CT Outside Construction,Ax1Le,0,1,-1,22,5,17,CT,160
105,CT Outside Construction,Ax1Le,0,0,0,0,0,0,T,160
106,CT Banana Sandbags Right Corner,Ax1Le,0,0,0,0,0,0,CT,160
107,CT Banana Sandbags Right Corner,Ax1Le,2,1,1,255,117,138,T,160
108,Behind B Site Back Pillar,Ax1Le,0,0,0,0,0,0,CT,160
109,Behind B Site Back Pillar,Ax1Le,0,0,0,78,14,64,T,160
110,Arch Side CT Corner Peeking Towards Top Mid,Ax1Le,0,1,-1,0,21,-21,CT,160
111,Arch Side CT Corner Peeking Towards Top Mid,Ax1Le,0,0,0,0,0,0,T,160
112,CT Spawn ,Ax1Le,1,0,1,100,0,100,CT,160
113,CT Spawn ,Ax1Le,0,1,-1,0,79,-79,T,160
114,Top Hay Bales,Ax1Le,0,0,0,0,0,0,CT,160
115,Top Hay Bales,Ax1Le,0,0,0,0,75,-75,T,160
116,Apps T Side Stairs,Ax1Le,0,0,0,68,0,68,CT,160
117,Apps T Side Stairs,Ax1Le,0,0,0,0,11,-11,T,160
118,Behind Coffins Playing the B Site Cross,Ax1Le,1,0,1,81,0,81,CT,160
119,Behind Coffins Playing the B Site Cross,Ax1Le,1,0,1,52,0,52,T,160
120,Apartments,Ax1Le,0,0,0,11,0,11,CT,160
121,Apartments,Ax1Le,1,1,0,100,146,-46,T,160
122,CT Banana Close Left Half Wall,Ax1Le,0,0,0,0,0,0,CT,160
123,CT Banana Close Left Half Wall,Ax1Le,0,0,0,0,0,0,T,160
124,Deep CT Peeking Towards B Site,Ax1Le,2,0,2,180,48,132,CT,160
125,Deep CT Peeking Towards B Site,Ax1Le,0,0,0,0,0,0,T,160
126,Logs,Ax1Le,0,0,0,0,0,0,CT,160
127,Logs,Ax1Le,0,1,-1,0,100,-100,T,160
128,A Site Behind Default Boxes,Ax1Le,1,1,0,93,100,-7,CT,160
129,A Site Behind Default Boxes,Ax1Le,0,0,0,0,0,0,T,160
130,Chokepoint Entrance onto A site from Library Side,Ax1Le,0,0,0,0,0,0,CT,160
131,Chokepoint Entrance onto A site from Library Side,Ax1Le,0,1,-1,0,100,-100,T,160
132,A Bombsite Close Left,nawwk,0,1,-1,0,106,-106,CT,153
133,A Bombsite Close Left,nawwk,0,8,-8,148,837,-689,T,153
134,Lane Side,nawwk,3,0,3,225,19,206,CT,153
135,Lane Side,nawwk,6,5,1,465,464,1,T,153
136,Banana,nawwk,0,0,0,0,0,0,CT,153
137,Banana,nawwk,4,3,1,367,569,-202,T,153
138,Pit Peek Towards Lane,nawwk,1,1,0,163,88,75,CT,153
139,Pit Peek Towards Lane,nawwk,0,1,-1,81,85,-4,T,153
140,CT Peek Towards B Choke,nawwk,3,1,2,331,197,134,CT,153
141,CT Peek Towards B Choke,nawwk,2,2,0,191,129,62,T,153
142,Top Mid Chokepoint,nawwk,0,0,0,0,0,0,CT,153
143,Top Mid Chokepoint,nawwk,3,2,1,334,473,-139,T,153
144,Arch Side,nawwk,3,0,3,248,50,198,CT,153
145,Arch Side,nawwk,0,2,-2,27,270,-243,T,153
146,Behind Coffins Playing the B Site Cross,nawwk,2,2,0,371,188,183,CT,153
147,Behind Coffins Playing the B Site Cross,nawwk,1,0,1,100,0,100,T,153
148,CT Banana Sandbangs,nawwk,0,0,0,0,1,-1,CT,153
149,CT Banana Sandbangs,nawwk,2,0,2,200,172,28,T,153
150,Chokepoint Entering B,nawwk,2,1,1,145,86,59,CT,153
151,Chokepoint Entering B,nawwk,3,1,2,400,285,115,T,153
152,B Site,nawwk,1,1,0,13,206,-193,CT,153
153,B Site,nawwk,3,0,3,266,72,194,T,153
154,Top Coffins,nawwk,2,1,1,112,100,12,CT,153
155,Top Coffins,nawwk,0,0,0,0,0,0,T,153
156,T Ramp Peeking Towards Mid,nawwk,0,0,0,0,0,0,CT,153
157,T Ramp Peeking Towards Mid,nawwk,2,2,0,232,363,-131,T,153
158,Outside Library,nawwk,2,3,-1,110,223,-113,CT,153
159,Outside Library,nawwk,0,0,0,0,0,0,T,153
160,Top Mid Lane Side ,nawwk,2,1,1,608,107,501,CT,153
161,Top Mid Lane Side ,nawwk,0,2,-2,15,219,-204,T,153
162,CT Outside Construction,nawwk,0,0,0,0,0,0,CT,153
163,CT Outside Construction,nawwk,0,0,0,0,0,0,T,153
164,Deep CT Peeking Towards B Site,nawwk,3,0,3,73,5,68,CT,153
165,Deep CT Peeking Towards B Site,nawwk,0,1,-1,0,30,-30,T,153
166,Pit,nawwk,0,1,-1,0,89,-89,CT,153
167,Pit,nawwk,0,0,0,0,0,0,T,153
168,Grill,nawwk,1,0,1,100,1,99,CT,153
169,Grill,nawwk,1,3,-2,181,152,29,T,153
170,Default Plant A Site,nawwk,1,1,0,39,100,-61,CT,153
171,Default Plant A Site,nawwk,3,3,0,259,254,5,T,153
172,Left Side Quadbox Peek for a CT,nawwk,0,0,0,0,0,0,CT,153
173,Left Side Quadbox Peek for a CT,nawwk,0,3,-3,0,174,-174,T,153
174,A Site,nawwk,2,1,1,151,27,124,CT,153
175,A Site,nawwk,0,1,-1,0,17,-17,T,153
176,B Site Cross for T's Exposed to CT and Quad,nawwk,2,0,2,139,0,139,CT,153
177,B Site Cross for T's Exposed to CT and Quad,nawwk,1,2,-1,28,179,-151,T,153
178,Library,nawwk,4,2,2,328,200,128,CT,153
179,Library,nawwk,2,0,2,114,60,54,T,153
180,Construction,nawwk,4,1,3,350,189,161,CT,153
181,Construction,nawwk,0,0,0,0,48,-48,T,153
182,1st Oranges,nawwk,1,1,0,100,44,56,CT,153
183,1st Oranges,nawwk,0,1,-1,87,100,-13,T,153
184,CT Spawn ,nawwk,0,1,-1,0,100,-100,CT,153
185,CT Spawn ,nawwk,0,0,0,0,0,0,T,153
186,Back Alley,nawwk,0,1,-1,16,100,-84,CT,153
187,Back Alley,nawwk,0,0,0,0,0,0,T,153
188,Right Side Quadbox Peek for a CT,nawwk,0,0,0,0,0,0,CT,153
189,Right Side Quadbox Peek for a CT,nawwk,0,0,0,0,0,0,T,153
190,Chokepoint Entrance onto A site from Library Side,nawwk,2,2,0,219,220,-1,CT,153
191,Chokepoint Entrance onto A site from Library Side,nawwk,0,0,0,0,0,0,T,153
192,Middle,nawwk,1,0,1,54,68,-14,CT,153
193,Middle,nawwk,0,0,0,34,142,-108,T,153
194,Front Coffins,nawwk,0,1,-1,15,100,-85,CT,153
195,Front Coffins,nawwk,2,1,1,200,39,161,T,153
196,A Site Behind Middle Boxes/Pillar hidden from Lane,nawwk,4,2,2,353,227,126,CT,153
197,A Site Behind Middle Boxes/Pillar hidden from Lane,nawwk,0,0,0,0,0,0,T,153
198,CT Banana Half Wall Side,nawwk,2,0,2,173,68,105,CT,153
199,CT Banana Half Wall Side,nawwk,2,1,1,119,29,90,T,153
200,Boiler Side Stairs,nawwk,1,1,0,139,93,46,CT,153
201,Boiler Side Stairs,nawwk,0,0,0,0,5,-5,T,153
202,Quad Box,nawwk,0,0,0,0,0,0,CT,153
203,Quad Box,nawwk,1,1,0,100,100,0,T,153
204,Top Balcony ,nawwk,0,0,0,0,1,-1,CT,153
205,Top Balcony ,nawwk,2,0,2,119,28,91,T,153
206,CT Banana Sandbags Right Corner,nawwk,0,0,0,0,0,0,CT,153
207,CT Banana Sandbags Right Corner,nawwk,1,0,1,16,45,-29,T,153
208,Logs,nawwk,0,0,0,0,0,0,CT,153
209,Logs,nawwk,1,0,1,90,0,90,T,153
210,Boiler Peek to Mid,nawwk,0,0,0,0,0,0,CT,153
211,Boiler Peek to Mid,nawwk,1,1,0,81,100,-19,T,153
212,Apps T Side Stairs,nawwk,3,2,1,234,134,100,CT,153
213,Apps T Side Stairs,nawwk,1,0,1,100,0,100,T,153
214,Apartments Hallway Peek from T Side,nawwk,0,0,0,0,0,0,CT,153
215,Apartments Hallway Peek from T Side,nawwk,0,0,0,0,0,0,T,153
216,CT Boost,nawwk,1,0,1,114,50,64,CT,153
217,CT Boost,nawwk,0,2,-2,0,92,-92,T,153
218,A Site Behind Default Boxes,nawwk,0,1,-1,0,100,-100,CT,153
219,A Site Behind Default Boxes,nawwk,0,0,0,0,0,0,T,153
220,SecondMid,nawwk,0,0,0,0,0,0,CT,153
221,SecondMid,nawwk,0,1,-1,68,100,-32,T,153
222,A Bombsite Back Site,nawwk,0,0,0,0,0,0,CT,153
223,A Bombsite Back Site,nawwk,1,1,0,22,19,3,T,153
224,Upstairs,nawwk,0,0,0,0,0,0,CT,153
225,Upstairs,nawwk,0,1,-1,0,76,-76,T,153
226,Deep Apps Past Hallway,nawwk,2,0,2,200,22,178,CT,153
227,Deep Apps Past Hallway,nawwk,1,0,1,100,0,100,T,153
228,Apartments,nawwk,0,0,0,0,0,0,CT,153
229,Apartments,nawwk,0,0,0,0,0,0,T,153
230,2nd Oranges,nawwk,1,1,0,50,156,-106,CT,153
231,2nd Oranges,nawwk,0,0,0,0,22,-22,T,153
232,Lane Peek Towards Top Mid,nawwk,1,0,1,0,0,0,CT,153
233,Lane Peek Towards Top Mid,nawwk,0,1,-1,0,18,-18,T,153
234,Top Hay Bales,nawwk,0,0,0,0,0,0,CT,153
235,Top Hay Bales,nawwk,1,0,1,97,89,8,T,153
236,CT Banana Barrels,nawwk,3,0,3,179,0,179,CT,153
237,CT Banana Barrels,nawwk,1,0,1,110,0,110,T,153
238,Balcony,nawwk,0,0,0,0,0,0,CT,153
239,Balcony,nawwk,0,1,-1,0,30,-30,T,153
240,Lane Behind Pillar,nawwk,0,0,0,0,0,0,CT,153
241,Lane Behind Pillar,nawwk,0,0,0,0,0,0,T,153
242,CT Outside Kitchen,nawwk,1,0,1,100,0,100,CT,153
243,CT Outside Kitchen,nawwk,0,0,0,0,0,0,T,153
244,CT Speed Way,nawwk,0,1,-1,72,100,-28,CT,153
245,CT Speed Way,nawwk,0,0,0,0,0,0,T,153
246,Bottom Mid Banana,nawwk,0,0,0,0,0,0,CT,153
247,Bottom Mid Banana,nawwk,0,0,0,0,19,-19,T,153
248,Arch Side CT Corner Peeking Towards Top Mid,nawwk,0,0,0,0,0,0,CT,153
249,Arch Side CT Corner Peeking Towards Top Mid,nawwk,0,0,0,0,0,0,T,153
250,Top Mid Arch Side,nawwk,1,1,0,55,100,-45,CT,153
251,Top Mid Arch Side,nawwk,0,0,0,0,0,0,T,153
252,Underpass,nawwk,0,0,0,0,0,0,CT,153
253,Underpass,nawwk,1,1,0,90,15,75,T,153
254,CT Arch,nawwk,0,0,0,0,34,-34,CT,153
255,CT Arch,nawwk,0,0,0,0,0,0,T,153
256,Bottom Mid exposed to Top Mid,nawwk,0,0,0,0,0,0,CT,153
257,Bottom Mid exposed to Top Mid,nawwk,0,0,0,0,18,-18,T,153
258,Pit Below Balcony,nawwk,0,0,0,0,0,0,CT,153
259,Pit Below Balcony,nawwk,1,0,1,100,0,100,T,153
260,Apps Hallway,nawwk,0,1,-1,0,100,-100,CT,153
261,Apps Hallway,nawwk,0,0,0,0,0,0,T,153
262,Top Mid Lane Side ,sh1r0,4,0,4,584,108,476,CT,160
263,Top Mid Lane Side ,sh1r0,1,4,-3,250,391,-141,T,160
264,CT Banana Half Wall Side,sh1r0,0,0,0,0,0,0,CT,160
265,CT Banana Half Wall Side,sh1r0,2,2,0,222,230,-8,T,160
266,B Site,sh1r0,0,1,-1,0,22,-22,CT,160
267,B Site,sh1r0,2,1,1,199,47,152,T,160
268,Lane Side,sh1r0,3,1,2,136,166,-30,CT,160
269,Lane Side,sh1r0,7,1,6,600,100,500,T,160
270,Banana,sh1r0,1,0,1,11,0,11,CT,160
271,Banana,sh1r0,2,3,-1,258,499,-241,T,160
272,CT Peek Towards B Choke,sh1r0,8,3,5,725,555,170,CT,160
273,CT Peek Towards B Choke,sh1r0,0,0,0,0,0,0,T,160
274,Arch Side,sh1r0,4,1,3,255,132,123,CT,160
275,Arch Side,sh1r0,1,1,0,100,71,29,T,160
276,Chokepoint Entering B,sh1r0,5,1,4,426,267,159,CT,160
277,Chokepoint Entering B,sh1r0,5,1,4,488,231,257,T,160
278,Grill,sh1r0,0,0,0,0,0,0,CT,160
279,Grill,sh1r0,2,2,0,175,85,90,T,160
280,Top Mid Arch Side,sh1r0,1,1,0,115,100,15,CT,160
281,Top Mid Arch Side,sh1r0,2,1,1,320,58,262,T,160
282,Front Coffins,sh1r0,0,1,-1,0,100,-100,CT,160
283,Front Coffins,sh1r0,0,0,0,0,34,-34,T,160
284,Top Mid Chokepoint,sh1r0,0,0,0,0,0,0,CT,160
285,Top Mid Chokepoint,sh1r0,4,1,3,315,109,206,T,160
286,B Site Cross for T's Exposed to CT and Quad,sh1r0,2,1,1,129,95,34,CT,160
287,B Site Cross for T's Exposed to CT and Quad,sh1r0,1,1,0,79,45,34,T,160
288,Behind Coffins Playing the B Site Cross,sh1r0,3,1,2,319,183,136,CT,160
289,Behind Coffins Playing the B Site Cross,sh1r0,0,0,0,0,0,0,T,160
290,A Bombsite Close Left,sh1r0,0,1,-1,0,27,-27,CT,160
291,A Bombsite Close Left,sh1r0,1,2,-1,56,200,-144,T,160
292,A Site Behind Default Boxes,sh1r0,1,1,0,39,100,-61,CT,160
293,A Site Behind Default Boxes,sh1r0,0,1,-1,0,82,-82,T,160
294,Right Side Quadbox Peek for a CT,sh1r0,2,0,2,122,0,122,CT,160
295,Right Side Quadbox Peek for a CT,sh1r0,1,2,-1,133,64,69,T,160
296,CT Banana Sandbangs,sh1r0,1,0,1,78,0,78,CT,160
297,CT Banana Sandbangs,sh1r0,0,1,-1,22,100,-78,T,160
298,CT Arch,sh1r0,1,1,0,100,100,0,CT,160
299,CT Arch,sh1r0,0,1,-1,47,142,-95,T,160
300,Middle,sh1r0,1,1,0,27,100,-73,CT,160
301,Middle,sh1r0,1,1,0,83,107,-24,T,160
302,SecondMid,sh1r0,0,0,0,0,0,0,CT,160
303,SecondMid,sh1r0,0,2,-2,0,200,-200,T,160
304,Dark,sh1r0,0,0,0,0,0,0,CT,160
305,Dark,sh1r0,0,0,0,0,47,-47,T,160
306,CT Banana Barrels,sh1r0,1,2,-1,100,248,-148,CT,160
307,CT Banana Barrels,sh1r0,1,0,1,100,0,100,T,160
308,Chokepoint Entrance onto A site from Library Side,sh1r0,2,1,1,182,127,55,CT,160
309,Chokepoint Entrance onto A site from Library Side,sh1r0,0,0,0,0,0,0,T,160
310,T Ramp Peeking Towards Mid,sh1r0,0,1,-1,0,100,-100,CT,160
311,T Ramp Peeking Towards Mid,sh1r0,3,1,2,293,251,42,T,160
312,TopofMid,sh1r0,0,2,-2,0,200,-200,CT,160
313,TopofMid,sh1r0,0,0,0,0,0,0,T,160
314,A Site Behind Middle Boxes/Pillar hidden from Lane,sh1r0,0,2,-2,41,192,-151,CT,160
315,A Site Behind Middle Boxes/Pillar hidden from Lane,sh1r0,0,0,0,0,0,0,T,160
316,CT Banana Sandbags Right Corner,sh1r0,0,0,0,0,0,0,CT,160
317,CT Banana Sandbags Right Corner,sh1r0,0,2,-2,0,121,-121,T,160
318,Deep CT Peeking Towards B Site,sh1r0,3,3,0,495,300,195,CT,160
319,Deep CT Peeking Towards B Site,sh1r0,0,0,0,0,0,0,T,160
320,CT Boost,sh1r0,0,1,-1,21,103,-82,CT,160
321,CT Boost,sh1r0,0,0,0,0,0,0,T,160
322,1st Oranges,sh1r0,0,1,-1,0,60,-60,CT,160
323,1st Oranges,sh1r0,0,0,0,0,0,0,T,160
324,CT Outside Kitchen,sh1r0,2,1,1,174,100,74,CT,160
325,CT Outside Kitchen,sh1r0,0,0,0,0,0,0,T,160
326,Pit Peek Towards Lane,sh1r0,0,0,0,0,0,0,CT,160
327,Pit Peek Towards Lane,sh1r0,1,1,0,82,100,-18,T,160
328,Lane Behind Pillar,sh1r0,1,0,1,100,0,100,CT,160
329,Lane Behind Pillar,sh1r0,0,0,0,0,0,0,T,160
330,Apps T Side Stairs,sh1r0,0,0,0,0,0,0,CT,160
331,Apps T Side Stairs,sh1r0,0,0,0,0,8,-8,T,160
332,Default Plant A Site,sh1r0,0,0,0,0,0,0,CT,160
333,Default Plant A Site,sh1r0,0,2,-2,77,200,-123,T,160
334,Underpass,sh1r0,0,0,0,0,0,0,CT,160
335,Underpass,sh1r0,2,1,1,326,100,226,T,160
336,Logs,sh1r0,1,0,1,100,0,100,CT,160
337,Logs,sh1r0,0,1,-1,128,120,8,T,160
338,Quad Box,sh1r0,5,1,4,391,200,191,CT,160
339,Quad Box,sh1r0,3,0,3,393,134,259,T,160
340,Top Balcony ,sh1r0,1,0,1,100,8,92,CT,160
341,Top Balcony ,sh1r0,1,0,1,43,0,43,T,160
342,2nd Oranges,sh1r0,0,1,-1,127,37,90,CT,160
343,2nd Oranges,sh1r0,2,0,2,155,63,92,T,160
344,Left Side Quadbox Peek for a CT,sh1r0,1,2,-1,64,84,-20,CT,160
345,Left Side Quadbox Peek for a CT,sh1r0,0,0,0,48,0,48,T,160
346,A Site,sh1r0,1,0,1,145,0,145,CT,160
347,A Site,sh1r0,0,0,0,89,81,8,T,160
348,Library,sh1r0,8,1,7,791,146,645,CT,160
349,Library,sh1r0,0,0,0,0,0,0,T,160
350,A Site Left Side Middle Boxes,sh1r0,0,0,0,0,0,0,CT,160
351,A Site Left Side Middle Boxes,sh1r0,0,1,-1,0,34,-34,T,160
352,Connector,sh1r0,0,0,0,0,0,0,CT,160
353,Connector,sh1r0,0,1,-1,0,29,-29,T,160
354,Apartments Hallway Peek from T Side,sh1r0,0,0,0,0,0,0,CT,160
355,Apartments Hallway Peek from T Side,sh1r0,0,0,0,0,0,0,T,160
356,CTBar,sh1r0,0,1,-1,0,38,-38,CT,160
357,CTBar,sh1r0,0,0,0,0,0,0,T,160
358,A Site Right Side Middle Pillar,sh1r0,0,0,0,0,0,0,CT,160
359,A Site Right Side Middle Pillar,sh1r0,1,0,1,56,0,56,T,160
360,Back Alley,sh1r0,0,0,0,0,0,0,CT,160
361,Back Alley,sh1r0,0,1,-1,10,146,-136,T,160
362,CT Tree,sh1r0,1,0,1,75,0,75,CT,160
363,CT Tree,sh1r0,0,0,0,0,0,0,T,160
364,Pit,sh1r0,0,0,0,49,0,49,CT,160
365,Pit,sh1r0,0,1,-1,0,100,-100,T,160
366,Boiler Side Stairs,sh1r0,0,0,0,0,0,0,CT,160
367,Boiler Side Stairs,sh1r0,0,0,0,2,0,2,T,160
368,Pit Below Balcony,sh1r0,0,0,0,0,0,0,CT,160
369,Pit Below Balcony,sh1r0,0,0,0,0,0,0,T,160
370,CT Outside Construction,sh1r0,1,1,0,12,22,-10,CT,160
371,CT Outside Construction,sh1r0,0,0,0,0,0,0,T,160
372,Outside Library,sh1r0,1,1,0,100,73,27,CT,160
373,Outside Library,sh1r0,0,0,0,0,0,0,T,160
374,Deep Apps Past Hallway,sh1r0,1,0,1,100,0,100,CT,160
375,Deep Apps Past Hallway,sh1r0,1,1,0,64,102,-38,T,160
376,Construction,sh1r0,3,0,3,347,86,261,CT,160
377,Construction,sh1r0,0,0,0,0,0,0,T,160
378,Bottom Mid Banana,sh1r0,0,0,0,0,0,0,CT,160
379,Bottom Mid Banana,sh1r0,0,0,0,22,0,22,T,160
380,Graveyard Stairs,sh1r0,0,0,0,0,0,0,CT,160
381,Graveyard Stairs,sh1r0,0,0,0,0,0,0,T,160
382,CT Outside Arch,sh1r0,0,0,0,0,0,0,CT,160
383,CT Outside Arch,sh1r0,0,0,0,0,0,0,T,160
384,Top Coffins,sh1r0,1,1,0,100,73,27,CT,160
385,Top Coffins,sh1r0,0,0,0,0,0,0,T,160
386,A Bombsite Back Site,sh1r0,0,0,0,0,0,0,CT,160
387,A Bombsite Back Site,sh1r0,0,0,0,68,81,-13,T,160
388,LowerMid,sh1r0,0,0,0,0,8,-8,CT,160
389,LowerMid,sh1r0,0,0,0,36,0,36,T,160
390,Chokepoint Entering B,nafany,3,3,0,439,320,119,CT,160
391,Chokepoint Entering B,nafany,4,4,0,327,361,-34,T,160
392,Top Mid Arch Side,nafany,7,3,4,619,405,214,CT,160
393,Top Mid Arch Side,nafany,2,6,-4,189,807,-618,T,160
394,CT Banana Half Wall Side,nafany,0,3,-3,576,361,215,CT,160
395,CT Banana Half Wall Side,nafany,1,6,-5,349,573,-224,T,160
