,Location,Player,Total Kills,Total Deaths,K/D,Total Damage Dealt,Total Damage Taken,Total Damage Differential,CT Kills,CT Deaths,CT K/D,CT Damage Dealt,CT Damage Taken,CT Damage Differential,T Kills,T Deaths,T K/D,T Damage Dealt,T Damage Taken,T Damage Differential,Total Rounds
118,CT Side Apps,Hobbit,5,4,1,435,433,2,0,0,0,0,0,0,5,4,1,435,433,2,315
119,Top Connector,Hobbit,2,1,1,167,100,67,0,0,0,0,0,0,2,1,1,167,100,67,315
120,Close Left CT A Ramp,Hobbit,1,3,-2,355,222,133,1,2,-1,313,114,199,0,1,-1,42,108,-66,315
121,CT Spawn,Hobbit,3,1,2,158,46,112,2,1,1,58,46,12,1,0,1,100,0,100,315
122,Snipers Nest,Hobbit,0,1,-1,0,182,-182,0,0,0,0,0,0,0,1,-1,0,182,-182,315
123,Stairs Palace Peek,Hobbit,3,3,0,476,287,189,1,0,1,134,74,60,2,3,-1,342,213,129,315
124,Catwalk T Aparments Peek,Hobbit,3,1,2,214,213,1,1,0,1,100,22,78,2,1,1,114,191,-77,315
125,Market Window Peek,Hobbit,1,0,1,79,26,53,1,0,1,79,26,53,0,0,0,0,0,0,315
126,Bottom Mid Ladder Room Peek,Hobbit,0,1,-1,17,100,-83,0,0,0,0,0,0,0,1,-1,17,100,-83,315
127,Deep T Apps Underpass STairs,Hobbit,3,2,1,421,200,221,1,0,1,57,0,57,2,2,0,364,200,164,315
128,Register Market,Hobbit,1,1,0,45,104,-59,0,0,0,0,0,0,1,1,0,45,104,-59,315
129,Catwalk Plant B Site,Hobbit,1,1,0,49,51,-2,1,0,1,49,34,15,0,1,-1,0,17,-17,315
130,Right Side Platform,Hobbit,0,1,-1,26,76,-50,0,0,0,0,0,0,0,1,-1,26,76,-50,315
131,Snipers Palace Peek,Hobbit,0,2,-2,0,175,-175,0,0,0,0,0,0,0,2,-2,0,175,-175,315
132,Left Side corner deep jungle,Hobbit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315
133,Inside Market Doors,Hobbit,0,2,-2,0,169,-169,0,1,-1,0,100,-100,0,1,-1,0,69,-69,315
134,Firebox,Hobbit,5,0,5,81,4,77,3,0,3,68,0,68,2,0,2,13,4,9,315
135,Top Mid towards Apps,Hobbit,2,1,1,385,67,318,0,0,0,0,0,0,2,1,1,385,67,318,315
136,T Deep apps,Hobbit,0,2,-2,54,112,-58,0,1,-1,54,100,-46,0,1,-1,0,12,-12,315
137,Top Mid Right Side,Hobbit,1,2,-1,241,218,23,0,0,0,0,0,0,1,2,-1,241,218,23,315
138,Close Market door,Hobbit,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,315
139,CT Left Side,Hobbit,2,2,0,231,109,122,2,1,1,140,9,131,0,1,-1,91,100,-9,315
140,Right Side Connector,Hobbit,3,1,2,226,95,131,0,0,0,0,0,0,3,1,2,226,95,131,315
141,Top Mid Boxes Left Side Peek,Hobbit,2,2,0,269,260,9,0,0,0,0,0,0,2,2,0,269,260,9,315
142,T Deep Apps Underpass/Apps Peek,Hobbit,1,2,-1,100,200,-100,0,0,0,0,0,0,1,2,-1,100,200,-100,315
143,Underneath B apps plat,Hobbit,1,2,-1,92,161,-69,0,0,0,0,0,0,1,2,-1,92,161,-69,315
144,Close Right Market Window,Hobbit,1,1,0,4,100,-96,1,0,1,4,0,4,0,1,-1,0,100,-100,315
145,Back B Site Peeking Apps/Plat,Hobbit,3,1,2,262,217,45,0,0,0,0,0,0,3,1,2,262,217,45,315
146,Top STairs,Hobbit,1,2,-1,100,15,85,1,1,0,100,12,88,0,1,-1,0,3,-3,315
147,Semi Elevated CT Van,Hobbit,0,1,-1,0,52,-52,0,0,0,0,0,0,0,1,-1,0,52,-52,315
148,Bench,Hobbit,1,1,0,100,100,0,0,0,0,0,0,0,1,1,0,100,100,0,315
149,T Spawn A Ramp,Hobbit,1,1,0,100,44,56,0,1,-1,0,26,-26,1,0,1,100,18,82,315
150,Deep T Apps,Hobbit,0,2,-2,219,255,-36,0,0,0,0,0,0,0,2,-2,219,255,-36,315
151,Elevated Snipers Awp Peek,Hobbit,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,315
152,Top Mid Boxes Right Side Peek,Hobbit,0,1,-1,6,166,-160,0,0,0,0,0,0,0,1,-1,6,166,-160,315
153,Apartments Right CT Corner,Hobbit,1,0,1,100,0,100,0,0,0,0,0,0,1,0,1,100,0,100,315
154,CT Outside Market,Hobbit,3,0,3,188,33,155,2,0,2,88,0,88,1,0,1,100,33,67,315
155,Back Left B Site From T's' Perspective,Hobbit,0,1,-1,0,74,-74,0,1,-1,0,74,-74,0,0,0,0,0,0,315
156,Balcony Boaxes,Hobbit,1,1,0,80,156,-76,1,1,0,76,156,-80,0,0,0,4,0,4,315
157,Middle Bench,Hobbit,0,1,-1,0,95,-95,0,0,0,0,0,0,0,1,-1,0,95,-95,315
158,market,Hobbit,2,0,2,244,60,184,0,0,0,21,0,21,2,0,2,223,60,163,315
159,B Site Default Plant,Hobbit,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,315
160,T Spawn,Hobbit,0,1,-1,75,34,41,0,0,0,0,0,0,0,1,-1,75,34,41,315
161,Behind Big Boxes,Hobbit,0,1,-1,61,137,-76,0,0,0,0,0,0,0,1,-1,61,137,-76,315
162,T apps entrance close left,Hobbit,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,315
163,B site Market Plant,Hobbit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315
164,Flowerpot CT,Hobbit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315
165,Top Van,Hobbit,0,1,-1,20,24,-4,0,0,0,20,0,20,0,1,-1,0,24,-24,315
166,Right Side Snipers Nest,Hobbit,0,1,-1,0,46,-46,0,0,0,0,0,0,0,1,-1,0,46,-46,315
167,Connector behind box,Hobbit,0,0,0,48,0,48,0,0,0,0,0,0,0,0,0,48,0,48,315
168,CT Side Apps,Interz,3,14,-11,405,1344,-939,1,2,-1,142,200,-58,2,12,-10,263,1144,-881,340
169,Left Side Platform,Interz,11,10,1,1288,1196,92,7,4,3,703,428,275,4,6,-2,585,768,-183,340
170,Top Balcony,Interz,14,9,5,1631,1142,489,0,0,0,145,0,145,14,9,5,1486,1142,344,340
171,T Palace Stairs Peek,Interz,11,16,-5,1512,1771,-259,0,0,0,0,0,0,11,16,-5,1512,1771,-259,340
172,Triple Box,Interz,2,7,-5,404,659,-255,1,4,-3,241,400,-159,1,3,-2,163,259,-96,340
173,Underneath B apps plat,Interz,13,10,3,1342,1248,94,5,5,0,676,637,39,8,5,3,666,611,55,340
174,Default A,Interz,1,6,-5,420,640,-220,0,0,0,0,13,-13,1,6,-5,420,627,-207,340
175,Ticketbooth ,Interz,4,6,-2,267,492,-225,2,4,-2,178,382,-204,2,2,0,89,110,-21,340
176,Bench,Interz,7,8,-1,617,883,-266,6,3,3,532,401,131,1,5,-4,85,482,-397,340
177,Deep Palace,Interz,7,6,1,960,1011,-51,0,0,0,0,0,0,7,6,1,960,1011,-51,340
178,Back B Site Peeking Apps/Plat,Interz,3,6,-3,508,587,-79,2,1,1,287,140,147,1,5,-4,221,447,-226,340
179,Deep CT,Interz,4,1,3,410,121,289,3,1,2,310,100,210,1,0,1,100,21,79,340
180,A Site Exposed to Stairs Connector Cat,Interz,2,5,-3,79,500,-421,1,1,0,50,126,-76,1,4,-3,29,374,-345,340
181,Sandwhich,Interz,8,4,4,816,447,369,0,0,0,0,0,0,8,4,4,816,447,369,340
182,CT Catwalk,Interz,4,1,3,294,182,112,4,1,3,294,182,112,0,0,0,0,0,0,340
183,B Bombsite Cross to Catwalk,Interz,0,3,-3,68,300,-232,0,2,-2,0,200,-200,0,1,-1,68,100,-32,340
184,A Ramp,Interz,2,5,-3,341,826,-485,0,0,0,0,0,0,2,5,-3,341,826,-485,340
185,Catwalk Plant B Site,Interz,4,5,-1,299,455,-156,2,3,-1,139,233,-94,2,2,0,160,222,-62,340
186,Deep T Apps,Interz,6,1,5,605,498,107,3,0,3,300,54,246,3,1,2,305,444,-139,340
187,Deep Jungle,Interz,5,3,2,506,300,206,2,3,-1,220,300,-80,3,0,3,286,0,286,340
188,A Site,Interz,5,5,0,640,557,83,0,0,0,0,0,0,5,5,0,640,557,83,340
189,CT Left Side,Interz,0,1,-1,79,100,-21,0,1,-1,79,100,-21,0,0,0,0,0,0,340
190,Back Left B Site From T's' Perspective,Interz,10,2,8,942,307,635,10,2,8,942,307,635,0,0,0,0,0,0,340
191,Snipers Palace Peek,Interz,0,3,-3,106,270,-164,0,1,-1,84,100,-16,0,2,-2,22,170,-148,340
192,Van Barrel Peek,Interz,6,4,2,680,407,273,0,1,-1,103,185,-82,6,3,3,577,222,355,340
193,Firebox,Interz,2,3,-1,311,327,-16,0,1,-1,0,100,-100,2,2,0,311,227,84,340
194,Bottom Stairs,Interz,3,0,3,334,201,133,0,0,0,0,54,-54,3,0,3,334,147,187,340
195,CT Deep Catwalk Mid peek,Interz,0,3,-3,83,305,-222,0,3,-3,83,305,-222,0,0,0,0,0,0,340
196,Jungle Plant,Interz,0,3,-3,127,232,-105,0,1,-1,26,56,-30,0,2,-2,101,176,-75,340
197,B Site Default Plant,Interz,2,2,0,229,79,150,0,0,0,48,0,48,2,2,0,181,79,102,340
198,Snipers Nest,Interz,1,3,-2,157,300,-143,1,1,0,100,100,0,0,2,-2,57,200,-143,340
199,Close Left CT A Ramp,Interz,2,3,-1,200,291,-91,0,0,0,0,0,0,2,3,-1,200,291,-91,340
200,Tetris,Interz,2,3,-1,257,301,-44,0,0,0,0,0,0,2,3,-1,257,301,-44,340
201,Apartments Right CT Corner,Interz,2,1,1,173,111,62,0,0,0,0,0,0,2,1,1,173,111,62,340
202,Bottom Connector,Interz,3,2,1,222,200,22,2,1,1,122,100,22,1,1,0,100,100,0,340
203,Market Window Peek,Interz,1,1,0,100,66,34,0,0,0,0,8,-8,1,1,0,100,58,42,340
204,Semi Elevated CT Van,Interz,0,1,-1,82,179,-97,0,0,0,3,31,-28,0,1,-1,79,148,-69,340
205,Deep Catwalk,Interz,1,2,-1,129,200,-71,0,0,0,29,0,29,1,2,-1,100,200,-100,340
206,Ninja,Interz,1,0,1,20,0,20,0,0,0,0,0,0,1,0,1,20,0,20,340
207,market,Interz,1,1,0,107,164,-57,1,1,0,107,164,-57,0,0,0,0,0,0,340
208,Close A Ramp,Interz,0,3,-3,105,317,-212,0,0,0,0,0,0,0,3,-3,105,317,-212,340
209,Underpass,Interz,0,1,-1,48,114,-66,0,0,0,0,0,0,0,1,-1,48,114,-66,340
210,Balcony Boaxes,Interz,0,2,-2,21,200,-179,0,0,0,0,0,0,0,2,-2,21,200,-179,340
211,Right Side Platform,Interz,2,3,-1,304,324,-20,2,1,1,234,121,113,0,2,-2,70,203,-133,340
212,Forest,Interz,3,0,3,219,63,156,0,0,0,0,0,0,3,0,3,219,63,156,340
213,T Apps TV,Interz,1,1,0,100,14,86,0,0,0,0,0,0,1,1,0,100,14,86,340
214,Stairs Palace Peek,Interz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
215,Top Van,Interz,1,2,-1,195,115,80,1,2,-1,141,115,26,0,0,0,54,0,54,340
216,Top Mid Catwalk,Interz,0,1,-1,0,100,-100,0,0,0,0,0,0,0,1,-1,0,100,-100,340
217,T Spawn A Ramp,Interz,3,2,1,408,287,121,0,0,0,0,0,0,3,2,1,408,287,121,340
218,T Spawn towards Apps,Interz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
219,Top Mid Left Side,Interz,0,1,-1,76,94,-18,0,0,0,0,0,0,0,1,-1,76,94,-18,340
220,Top Connector,Interz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
221,Arch,Interz,0,1,-1,102,32,70,0,0,0,50,0,50,0,1,-1,52,32,20,340
222,Leftside Connector,Interz,0,1,-1,0,100,-100,0,1,-1,0,100,-100,0,0,0,0,0,0,340
223,Back Right B Site from T's Perspective,Interz,0,0,0,13,33,-20,0,0,0,13,33,-20,0,0,0,0,0,0,340
224,Under balcony on top of the little box,Interz,0,1,-1,23,87,-64,0,1,-1,23,87,-64,0,0,0,0,0,0,340
225,Top STairs,Interz,1,0,1,33,0,33,1,0,1,33,0,33,0,0,0,0,0,0,340
226,Close Market door,Interz,2,0,2,242,100,142,2,0,2,242,100,142,0,0,0,0,0,0,340
227,Ladder Room Catwalk Side,Interz,1,0,1,67,0,67,1,0,1,67,0,67,0,0,0,0,0,0,340
228,Bench Closer to Tribox,Interz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340
229,Top Mid towards Apps,Interz,2,0,2,112,27,85,0,0,0,0,0,0,2,0,2,112,27,85,340
230,Deep T Spawn T Ramp,Interz,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,22,0,22,340
231,Right Side Snipers Nest,Interz,1,0,1,92,0,92,0,0,0,0,0,0,1,0,1,92,0,92,340
232,Catwalk Connector Peek,Interz,1,1,0,25,45,-20,1,0,1,25,13,12,0,1,-1,0,32,-32,340
233,Catwalk T Aparments Peek,Interz,0,0,0,52,15,37,0,0,0,52,15,37,0,0,0,0,0,0,340
234,T Deep Apps Underpass/Apps Peek,Interz,2,0,2,160,44,116,0,0,0,27,44,-17,2,0,2,133,0,133,340
235,BackRoad,Interz,0,1,-1,0,21,-21,0,0,0,0,0,0,0,1,-1,0,21,-21,340
236,Under balcony,Interz,1,1,0,148,233,-85,0,0,0,0,0,0,1,1,0,148,233,-85,340
237,Right Side Connector,Interz,0,1,-1,66,87,-21,0,1,-1,66,87,-21,0,0,0,0,0,0,340
