,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
223,Close Market door,Stewie2k,0,0,0,0,0,0,T,196
224,Market Window Peek,Stewie2k,0,0,0,0,0,0,CT,196
225,Market Window Peek,Stewie2k,0,0,0,0,0,0,T,196
226,Underneath B apps plat,Stewie2k,0,1,-1,0,194,-194,CT,196
227,Underneath B apps plat,Stewie2k,0,1,-1,26,1,25,T,196
228,CT Spawn,Stewie2k,0,0,0,0,0,0,CT,196
229,CT Spawn,Stewie2k,0,0,0,0,0,0,T,196
230,Left Side Platform,Stewie2k,4,1,3,573,100,473,CT,196
231,Left Side Platform,Stewie2k,1,1,0,100,176,-76,T,196
232,Top Mid Boxes Right Side Peek,Stewie2k,0,0,0,0,0,0,CT,196
233,Top Mid Boxes Right Side Peek,Stewie2k,1,1,0,75,96,-21,T,196
234,Top Mid Catwalk,Stewie2k,0,0,0,0,0,0,CT,196
235,Top Mid Catwalk,Stewie2k,1,1,0,100,122,-22,T,196
236,Under window B apps,Stewie2k,1,1,0,86,100,-14,CT,196
237,Under window B apps,Stewie2k,0,1,-1,0,6,-6,T,196
238,Bottom Connector,Stewie2k,1,0,1,100,33,67,CT,196
239,Bottom Connector,Stewie2k,4,0,4,296,40,256,T,196
240,Stairs Palace Peek,Stewie2k,2,2,0,130,188,-58,CT,196
241,Stairs Palace Peek,Stewie2k,0,0,0,0,0,0,T,196
242,Inside Market Doors,Stewie2k,0,0,0,0,0,0,CT,196
243,Inside Market Doors,Stewie2k,0,1,-1,27,57,-30,T,196
244,B Site Default Plant,Stewie2k,0,0,0,0,0,0,CT,196
245,B Site Default Plant,Stewie2k,0,0,0,0,0,0,T,196
246,Jungle Plant,Stewie2k,0,1,-1,24,83,-59,CT,196
247,Jungle Plant,Stewie2k,0,1,-1,30,63,-33,T,196
248,Left Side corner deep jungle,Stewie2k,0,1,-1,0,100,-100,CT,196
249,Left Side corner deep jungle,Stewie2k,0,0,0,0,0,0,T,196
250,Tetris,Stewie2k,0,1,-1,32,100,-68,CT,196
251,Tetris,Stewie2k,0,0,0,0,0,0,T,196
252,CT Outside Market,Stewie2k,0,0,0,0,27,-27,CT,196
253,CT Outside Market,Stewie2k,2,2,0,200,125,75,T,196
254,Ladder Room Catwalk Side,Stewie2k,2,1,1,295,182,113,CT,196
255,Ladder Room Catwalk Side,Stewie2k,1,0,1,100,0,100,T,196
256,Top Van,Stewie2k,1,0,1,68,16,52,CT,196
257,Top Van,Stewie2k,0,0,0,0,0,0,T,196
258,Snipers Palace Peek,Stewie2k,3,0,3,85,16,69,CT,196
259,Snipers Palace Peek,Stewie2k,0,0,0,0,0,0,T,196
260,Forest,Stewie2k,0,0,0,36,20,16,CT,196
261,Forest,Stewie2k,1,0,1,23,11,12,T,196
262,Bench Closer To Jungle,Stewie2k,1,0,1,9,0,9,CT,196
263,Bench Closer To Jungle,Stewie2k,0,1,-1,0,76,-76,T,196
264,Catwalk Plant B Site,Stewie2k,0,0,0,33,0,33,CT,196
265,Catwalk Plant B Site,Stewie2k,0,0,0,0,0,0,T,196
266,Firebox,Stewie2k,0,0,0,0,8,-8,CT,196
267,Firebox,Stewie2k,0,0,0,0,70,-70,T,196
268,Bottom Mid Ladder Room Peek,Stewie2k,0,0,0,0,0,0,CT,196
269,Bottom Mid Ladder Room Peek,Stewie2k,1,1,0,50,101,-51,T,196
270,Safe Plant B Site,Stewie2k,0,1,-1,0,98,-98,CT,196
271,Safe Plant B Site,Stewie2k,0,0,0,0,0,0,T,196
272,Top Connector,Stewie2k,0,0,0,1,0,1,CT,196
273,Top Connector,Stewie2k,0,0,0,0,0,0,T,196
274,Bench Closer to Tribox,Stewie2k,0,0,0,0,0,0,CT,196
275,Bench Closer to Tribox,Stewie2k,0,0,0,22,0,22,T,196
276,Apartments Right CT Corner,Stewie2k,0,0,0,0,0,0,CT,196
277,Apartments Right CT Corner,Stewie2k,0,0,0,0,22,-22,T,196
278,Behind Big Boxes,Stewie2k,0,0,0,0,0,0,CT,196
279,Behind Big Boxes,Stewie2k,1,0,1,74,0,74,T,196
280,Right Side Platform,Stewie2k,0,0,0,0,0,0,CT,196
281,Right Side Platform,Stewie2k,0,0,0,0,0,0,T,196
282,Van Barrel Peek,Stewie2k,0,0,0,0,58,-58,CT,196
283,Van Barrel Peek,Stewie2k,0,1,-1,0,100,-100,T,196
284,Close Right Market Window,Stewie2k,0,0,0,0,0,0,CT,196
285,Close Right Market Window,Stewie2k,1,1,0,75,75,0,T,196
286,Top Mid Boxes Left Side Peek,Stewie2k,0,0,0,0,0,0,CT,196
287,Top Mid Boxes Left Side Peek,Stewie2k,0,0,0,0,4,-4,T,196
288,Deep CT,Stewie2k,0,0,0,10,0,10,CT,196
289,Deep CT,Stewie2k,0,0,0,0,0,0,T,196
290,Sandwhich,Stewie2k,0,0,0,0,92,-92,CT,196
291,Sandwhich,Stewie2k,0,0,0,0,0,0,T,196
292,B site Market Plant,Stewie2k,0,1,-1,23,100,-77,CT,196
293,B site Market Plant,Stewie2k,0,0,0,0,0,0,T,196
294,Register Market,Stewie2k,0,0,0,0,0,0,CT,196
295,Register Market,Stewie2k,1,0,1,13,0,13,T,196
296,Chair,Stewie2k,0,0,0,22,0,22,CT,196
297,Chair,Stewie2k,2,0,2,237,67,170,T,196
298,Close Left CT A Ramp,Stewie2k,0,0,0,0,0,0,CT,196
299,Close Left CT A Ramp,Stewie2k,1,0,1,27,0,27,T,196
300,Top STairs,Stewie2k,0,0,0,0,0,0,CT,196
301,Top STairs,Stewie2k,0,0,0,0,0,0,T,196
302,Default A,Naf-fly,0,4,-4,66,377,-311,CT,196
303,Default A,Naf-fly,4,6,-2,487,568,-81,T,196
304,CT Side Apps,Naf-fly,0,1,-1,0,152,-152,CT,196
305,CT Side Apps,Naf-fly,5,3,2,403,390,13,T,196
306,Ticketbooth ,Naf-fly,10,7,3,1000,685,315,CT,196
307,Ticketbooth ,Naf-fly,3,2,1,327,200,127,T,196
308,T Palace Stairs Peek,Naf-fly,2,1,1,256,100,156,CT,196
309,T Palace Stairs Peek,Naf-fly,4,5,-1,592,659,-67,T,196
310,Top Balcony,Naf-fly,0,0,0,0,0,0,CT,196
311,Top Balcony,Naf-fly,5,7,-2,695,652,43,T,196
312,A Site,Naf-fly,0,1,-1,0,73,-73,CT,196
313,A Site,Naf-fly,0,5,-5,123,491,-368,T,196
314,CT Catwalk,Naf-fly,5,1,4,480,155,325,CT,196
315,CT Catwalk,Naf-fly,0,1,-1,0,100,-100,T,196
316,Left Side Platform,Naf-fly,0,2,-2,124,114,10,CT,196
317,Left Side Platform,Naf-fly,4,4,0,445,509,-64,T,196
318,A Ramp,Naf-fly,1,0,1,68,0,68,CT,196
319,A Ramp,Naf-fly,4,2,2,495,294,201,T,196
320,A Site Exposed to Stairs Connector Cat,Naf-fly,1,2,-1,52,175,-123,CT,196
321,A Site Exposed to Stairs Connector Cat,Naf-fly,0,0,0,22,0,22,T,196
322,B Bombsite Cross to Catwalk,Naf-fly,0,1,-1,33,74,-41,CT,196
323,B Bombsite Cross to Catwalk,Naf-fly,1,1,0,114,130,-16,T,196
324,Snipers Nest,Naf-fly,1,3,-2,225,286,-61,CT,196
325,Snipers Nest,Naf-fly,0,0,0,0,0,0,T,196
326,market,Naf-fly,0,2,-2,134,213,-79,CT,196
327,market,Naf-fly,0,0,0,0,0,0,T,196
328,Close Market door,Naf-fly,3,1,2,315,110,205,CT,196
329,Close Market door,Naf-fly,0,0,0,0,0,0,T,196
330,Close Left CT A Ramp,Naf-fly,0,0,0,0,0,0,CT,196
331,Close Left CT A Ramp,Naf-fly,1,1,0,74,80,-6,T,196
332,Deep CT,Naf-fly,1,1,0,114,49,65,CT,196
333,Deep CT,Naf-fly,1,0,1,66,38,28,T,196
334,Underneath B apps plat,Naf-fly,5,2,3,467,216,251,CT,196
335,Underneath B apps plat,Naf-fly,0,0,0,0,0,0,T,196
336,Top Mid Left Side,Naf-fly,1,1,0,100,100,0,CT,196
337,Top Mid Left Side,Naf-fly,1,0,1,100,33,67,T,196
338,Sandwhich,Naf-fly,2,1,1,233,127,106,CT,196
339,Sandwhich,Naf-fly,0,0,0,0,22,-22,T,196
340,Bottom Stairs,Naf-fly,1,3,-2,100,246,-146,CT,196
341,Bottom Stairs,Naf-fly,0,1,-1,0,100,-100,T,196
342,Mid Close Connector,Naf-fly,0,1,-1,99,178,-79,CT,196
343,Mid Close Connector,Naf-fly,0,2,-2,28,141,-113,T,196
344,Arch,Naf-fly,0,2,-2,26,119,-93,CT,196
345,Arch,Naf-fly,0,1,-1,0,100,-100,T,196
346,Market Window Peek,Naf-fly,2,1,1,245,184,61,CT,196
347,Market Window Peek,Naf-fly,0,1,-1,0,100,-100,T,196
348,Catwalk Plant B Site,Naf-fly,0,0,0,0,0,0,CT,196
349,Catwalk Plant B Site,Naf-fly,0,1,-1,52,4,48,T,196
350,Catwalk Connector Peek,Naf-fly,0,0,0,0,0,0,CT,196
351,Catwalk Connector Peek,Naf-fly,0,2,-2,52,200,-148,T,196
352,Top Mid towards Apps,Naf-fly,0,2,-2,27,134,-107,CT,196
353,Top Mid towards Apps,Naf-fly,1,0,1,100,0,100,T,196
354,Underpass,Naf-fly,1,2,-1,19,196,-177,CT,196
355,Underpass,Naf-fly,0,0,0,27,67,-40,T,196
356,CT Deep Catwalk Mid peek,Naf-fly,2,0,2,106,105,1,CT,196
357,CT Deep Catwalk Mid peek,Naf-fly,0,0,0,0,0,0,T,196
358,Deep Palace,Naf-fly,0,0,0,0,0,0,CT,196
359,Deep Palace,Naf-fly,5,0,5,656,232,424,T,196
360,Deep Catwalk,Naf-fly,1,1,0,100,100,0,CT,196
361,Deep Catwalk,Naf-fly,2,1,1,170,103,67,T,196
362,Jungle Plant,Naf-fly,0,0,0,0,0,0,CT,196
363,Jungle Plant,Naf-fly,0,2,-2,41,246,-205,T,196
364,Stairs Palace Peek,Naf-fly,1,1,0,117,73,44,CT,196
365,Stairs Palace Peek,Naf-fly,1,0,1,100,0,100,T,196
366,Close Right Market Window,Naf-fly,0,0,0,0,0,0,CT,196
367,Close Right Market Window,Naf-fly,1,0,1,86,0,86,T,196
368,B site Market Plant,Naf-fly,1,2,-1,79,114,-35,CT,196
369,B site Market Plant,Naf-fly,1,0,1,15,0,15,T,196
370,Catwalk T Aparments Peek,Naf-fly,1,2,-1,9,200,-191,CT,196
371,Catwalk T Aparments Peek,Naf-fly,0,0,0,5,54,-49,T,196
372,Bench,Naf-fly,5,1,4,319,193,126,CT,196
373,Bench,Naf-fly,0,1,-1,0,100,-100,T,196
374,Back Right B Site from T's Perspective,Naf-fly,1,1,0,72,48,24,CT,196
375,Back Right B Site from T's Perspective,Naf-fly,0,1,-1,0,100,-100,T,196
376,T Spawn A Ramp,Naf-fly,0,0,0,0,0,0,CT,196
377,T Spawn A Ramp,Naf-fly,2,1,1,364,189,175,T,196
378,Back B Site Peeking Apps/Plat,Naf-fly,2,1,1,155,100,55,CT,196
379,Back B Site Peeking Apps/Plat,Naf-fly,1,1,0,71,77,-6,T,196
380,Top Mid,Naf-fly,0,0,0,0,0,0,CT,196
381,Top Mid,Naf-fly,1,0,1,44,0,44,T,196
382,Deep Jungle,Naf-fly,1,1,0,148,154,-6,CT,196
383,Deep Jungle,Naf-fly,0,0,0,0,0,0,T,196
384,T Deep Apps Underpass/Apps Peek,Naf-fly,1,1,0,100,100,0,CT,196
385,T Deep Apps Underpass/Apps Peek,Naf-fly,0,0,0,0,0,0,T,196
386,Ninja,Naf-fly,0,1,-1,68,100,-32,CT,196
387,Ninja,Naf-fly,0,0,0,0,0,0,T,196
388,Triple Box,Naf-fly,2,0,2,84,113,-29,CT,196
389,Triple Box,Naf-fly,0,0,0,0,4,-4,T,196
390,Forest,Naf-fly,0,0,0,0,0,0,CT,196
391,Forest,Naf-fly,0,0,0,0,0,0,T,196
392,Middle Bench,Naf-fly,0,1,-1,0,100,-100,CT,196
393,Middle Bench,Naf-fly,0,0,0,84,0,84,T,196
394,Right Side Platform,Naf-fly,0,0,0,46,34,12,CT,196
395,Right Side Platform,Naf-fly,1,1,0,66,100,-34,T,196
396,Right Side Connector,Naf-fly,1,0,1,100,3,97,CT,196
397,Right Side Connector,Naf-fly,0,0,0,0,0,0,T,196
398,CT Spawn,Naf-fly,0,0,0,0,0,0,CT,196
399,CT Spawn,Naf-fly,0,0,0,0,0,0,T,196
400,T Spawn towards Apps,Naf-fly,1,0,1,134,66,68,CT,196
401,T Spawn towards Apps,Naf-fly,0,0,0,0,0,0,T,196
402,Top Van,Naf-fly,0,0,0,0,0,0,CT,196
403,Top Van,Naf-fly,0,0,0,0,0,0,T,196
