,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
54,Right Side Connector,Syrson,14,2,12,1271,329,942,CT,393
55,Right Side Connector,Syrson,2,2,0,178,103,75,T,393
56,Deep Jungle,Syrson,2,2,0,330,214,116,CT,393
57,Deep Jungle,Syrson,5,2,3,494,247,247,T,393
58,Top Balcony,Syrson,1,0,1,100,30,70,CT,393
59,Top Balcony,Syrson,4,2,2,484,200,284,T,393
60,B Site Default Plant,Syrson,0,1,-1,87,100,-13,CT,393
61,B Site Default Plant,Syrson,0,3,-3,61,314,-253,T,393
62,A Site,Syrson,0,1,-1,15,0,15,CT,393
63,A Site,Syrson,0,3,-3,22,232,-210,T,393
64,market,Syrson,2,2,0,195,181,14,CT,393
65,market,Syrson,1,1,0,128,100,28,T,393
66,T Spawn towards Apps,Syrson,0,2,-2,0,200,-200,CT,393
67,T Spawn towards Apps,Syrson,0,2,-2,0,153,-153,T,393
68,Left Side Platform,Syrson,1,1,0,100,100,0,CT,393
69,Left Side Platform,Syrson,3,2,1,206,205,1,T,393
70,Snipers Palace Peek,Syrson,1,0,1,100,0,100,CT,393
71,Snipers Palace Peek,Syrson,0,1,-1,0,97,-97,T,393
72,Deep T Apps Underpass STairs,Syrson,3,2,1,306,254,52,CT,393
73,Deep T Apps Underpass STairs,Syrson,1,0,1,100,0,100,T,393
74,Ladder Room Catwalk Side,Syrson,0,1,-1,0,100,-100,CT,393
75,Ladder Room Catwalk Side,Syrson,2,0,2,157,34,123,T,393
76,CT Outside Market,Syrson,0,2,-2,51,200,-149,CT,393
77,CT Outside Market,Syrson,0,1,-1,27,100,-73,T,393
78,T Deep Apps Underpass/Apps Peek,Syrson,0,0,0,0,0,0,CT,393
79,T Deep Apps Underpass/Apps Peek,Syrson,0,1,-1,27,100,-73,T,393
80,Deep Palace,Syrson,0,1,-1,0,100,-100,CT,393
81,Deep Palace,Syrson,3,1,2,300,237,63,T,393
82,Underneath B apps plat,Syrson,0,0,0,16,36,-20,CT,393
83,Underneath B apps plat,Syrson,0,2,-2,0,229,-229,T,393
84,B site Market Plant,Syrson,0,0,0,0,52,-52,CT,393
85,B site Market Plant,Syrson,1,0,1,126,17,109,T,393
86,Leftside Connector,Syrson,1,1,0,55,52,3,CT,393
87,Leftside Connector,Syrson,2,0,2,142,44,98,T,393
88,Back B Site Peeking Apps/Plat,Syrson,0,0,0,56,54,2,CT,393
89,Back B Site Peeking Apps/Plat,Syrson,0,2,-2,0,133,-133,T,393
90,T Spawn A Ramp,Syrson,1,0,1,100,0,100,CT,393
91,T Spawn A Ramp,Syrson,3,1,2,381,131,250,T,393
92,Ninja,Syrson,3,1,2,298,126,172,CT,393
93,Ninja,Syrson,0,0,0,0,0,0,T,393
94,Catwalk Plant B Site,Syrson,0,0,0,0,0,0,CT,393
95,Catwalk Plant B Site,Syrson,1,1,0,70,126,-56,T,393
96,Arch,Syrson,0,2,-2,119,172,-53,CT,393
97,Arch,Syrson,2,1,1,171,92,79,T,393
98,Left Side corner deep jungle,Syrson,3,2,1,266,200,66,CT,393
99,Left Side corner deep jungle,Syrson,1,0,1,100,54,46,T,393
100,Connector behind box,Syrson,6,2,4,735,256,479,CT,393
101,Connector behind box,Syrson,0,0,0,0,0,0,T,393
102,CT Left Side,Syrson,3,1,2,263,100,163,CT,393
103,CT Left Side,Syrson,1,0,1,100,0,100,T,393
104,Top Mid,Syrson,1,0,1,100,0,100,CT,393
105,Top Mid,Syrson,1,1,0,70,100,-30,T,393
106,Back Left B Site From T's' Perspective,Syrson,1,0,1,56,0,56,CT,393
107,Back Left B Site From T's' Perspective,Syrson,1,1,0,100,39,61,T,393
108,Top STairs,Syrson,1,1,0,47,152,-105,CT,393
109,Top STairs,Syrson,2,0,2,120,95,25,T,393
110,Under balcony,Syrson,0,1,-1,0,0,0,CT,393
111,Under balcony,Syrson,0,0,0,0,0,0,T,393
112,CT Spawn,Syrson,0,0,0,0,0,0,CT,393
113,CT Spawn,Syrson,1,0,1,100,18,82,T,393
114,Stairs Palace Peek,Syrson,3,1,2,164,74,90,CT,393
115,Stairs Palace Peek,Syrson,0,0,0,0,0,0,T,393
116,Close Left CT A Ramp,Syrson,0,0,0,0,0,0,CT,393
117,Close Left CT A Ramp,Syrson,0,0,0,0,0,0,T,393
118,Inside Market Doors,Syrson,1,1,0,69,124,-55,CT,393
119,Inside Market Doors,Syrson,0,1,-1,0,55,-55,T,393
120,Right Side Platform,Syrson,1,0,1,100,0,100,CT,393
121,Right Side Platform,Syrson,0,0,0,0,0,0,T,393
122,Top Mid Boxes Left Side Peek,Syrson,0,0,0,0,0,0,CT,393
123,Top Mid Boxes Left Side Peek,Syrson,3,1,2,388,129,259,T,393
124,Back Right B Site from T's Perspective,Syrson,1,0,1,84,0,84,CT,393
125,Back Right B Site from T's Perspective,Syrson,0,0,0,0,0,0,T,393
126,Bench Closer To Jungle,Syrson,0,1,-1,0,100,-100,CT,393
127,Bench Closer To Jungle,Syrson,0,0,0,0,0,0,T,393
128,T Spawn,Syrson,0,0,0,0,0,0,CT,393
129,T Spawn,Syrson,0,1,-1,0,161,-161,T,393
130,Apartments Right CT Corner,Syrson,0,0,0,0,0,0,CT,393
131,Apartments Right CT Corner,Syrson,2,2,0,455,153,302,T,393
132,T Apps TV,Syrson,1,1,0,79,100,-21,CT,393
133,T Apps TV,Syrson,0,0,0,0,0,0,T,393
134,B Bombsite Cross to Catwalk,Syrson,0,0,0,0,0,0,CT,393
135,B Bombsite Cross to Catwalk,Syrson,2,1,1,259,129,130,T,393
136,Sandwhich,Syrson,0,0,0,0,1,-1,CT,393
137,Sandwhich,Syrson,1,0,1,200,58,142,T,393
138,Right Side Snipers Nest,Syrson,0,0,0,0,0,0,CT,393
139,Right Side Snipers Nest,Syrson,0,1,-1,72,12,60,T,393
140,Top Mid Boxes Right Side Peek,Syrson,0,0,0,0,0,0,CT,393
141,Top Mid Boxes Right Side Peek,Syrson,4,1,3,526,335,191,T,393
142,Bottom Mid Boosting Snipers,Syrson,0,0,0,22,0,22,CT,393
143,Bottom Mid Boosting Snipers,Syrson,0,0,0,0,0,0,T,393
144,Semi Elevated CT Van,Syrson,0,0,0,0,0,0,CT,393
145,Semi Elevated CT Van,Syrson,0,0,0,0,0,0,T,393
146,Behind Big Boxes,Syrson,0,0,0,0,0,0,CT,393
147,Behind Big Boxes,Syrson,0,1,-1,0,25,-25,T,393
148,Deep T Spawn T Ramp,Syrson,0,0,0,0,0,0,CT,393
149,Deep T Spawn T Ramp,Syrson,0,0,0,0,0,0,T,393
150,Murder Hole,Syrson,1,0,1,160,85,75,CT,393
151,Murder Hole,Syrson,0,0,0,0,0,0,T,393
152,Bench Closer to Tribox,Syrson,0,0,0,0,0,0,CT,393
153,Bench Closer to Tribox,Syrson,0,1,-1,0,0,0,T,393
154,Chair,Syrson,0,0,0,0,91,-91,CT,393
155,Chair,Syrson,1,1,0,58,100,-42,T,393
156,Tetris,Syrson,0,0,0,0,0,0,CT,393
157,Tetris,Syrson,3,1,2,286,120,166,T,393
158,Bottom Mid Ladder Room Peek,Syrson,0,0,0,0,0,0,CT,393
159,Bottom Mid Ladder Room Peek,Syrson,0,0,0,0,0,0,T,393
160,Close Right Market Window,Syrson,0,0,0,0,66,-66,CT,393
161,Close Right Market Window,Syrson,2,1,1,151,100,51,T,393
162,Headshot Angle Close A Ramp,Syrson,0,0,0,0,0,0,CT,393
163,Headshot Angle Close A Ramp,Syrson,0,0,0,0,0,0,T,393
164,Register Market,Syrson,0,0,0,0,0,0,CT,393
165,Register Market,Syrson,1,1,0,100,100,0,T,393
166,Firebox,Syrson,5,0,5,475,12,463,CT,393
167,Firebox,Syrson,0,0,0,0,0,0,T,393
168,Balcony Boaxes,Syrson,0,0,0,0,0,0,CT,393
169,Balcony Boaxes,Syrson,0,0,0,0,0,0,T,393
170,Ticketbooth ,K1to,14,12,2,1596,1519,77,CT,393
171,Ticketbooth ,K1to,1,2,-1,100,146,-46,T,393
172,A Ramp,K1to,7,3,4,733,465,268,CT,393
173,A Ramp,K1to,3,4,-1,350,657,-307,T,393
174,Top Balcony,K1to,8,4,4,792,429,363,CT,393
175,Top Balcony,K1to,23,10,13,1983,1109,874,T,393
176,Default A,K1to,11,7,4,1291,727,564,CT,393
177,Default A,K1to,5,6,-1,683,629,54,T,393
178,Close A Ramp,K1to,8,4,4,1052,477,575,CT,393
179,Close A Ramp,K1to,4,3,1,367,369,-2,T,393
180,Bottom Stairs,K1to,2,4,-2,269,356,-87,CT,393
181,Bottom Stairs,K1to,2,2,0,189,175,14,T,393
182,A Site,K1to,3,7,-4,481,543,-62,CT,393
183,A Site,K1to,4,5,-1,403,524,-121,T,393
184,Mid Close Connector,K1to,3,5,-2,324,467,-143,CT,393
185,Mid Close Connector,K1to,0,5,-5,45,413,-368,T,393
186,T Palace Stairs Peek,K1to,2,1,1,200,127,73,CT,393
187,T Palace Stairs Peek,K1to,9,6,3,895,961,-66,T,393
188,Tetris,K1to,3,3,0,196,365,-169,CT,393
189,Tetris,K1to,2,3,-1,300,257,43,T,393
190,Close Market door,K1to,4,3,1,271,278,-7,CT,393
191,Close Market door,K1to,2,0,2,138,22,116,T,393
192,A Site Exposed to Stairs Connector Cat,K1to,0,1,-1,103,100,3,CT,393
193,A Site Exposed to Stairs Connector Cat,K1to,3,5,-2,226,451,-225,T,393
194,Arch,K1to,0,1,-1,0,100,-100,CT,393
195,Arch,K1to,6,3,3,586,308,278,T,393
196,Snipers Nest,K1to,2,0,2,207,82,125,CT,393
197,Snipers Nest,K1to,2,4,-2,377,424,-47,T,393
198,Top Mid Left Side,K1to,0,0,0,0,0,0,CT,393
199,Top Mid Left Side,K1to,1,5,-4,254,499,-245,T,393
200,Close Left CT A Ramp,K1to,0,2,-2,72,200,-128,CT,393
201,Close Left CT A Ramp,K1to,5,3,2,703,182,521,T,393
202,CT Side Apps,K1to,0,1,-1,0,100,-100,CT,393
203,CT Side Apps,K1to,14,6,8,1418,944,474,T,393
204,Triple Box,K1to,15,5,10,1554,717,837,CT,393
205,Triple Box,K1to,2,1,1,266,188,78,T,393
206,Market Window Peek,K1to,2,0,2,200,58,142,CT,393
207,Market Window Peek,K1to,2,1,1,211,189,22,T,393
208,market,K1to,0,2,-2,12,193,-181,CT,393
209,market,K1to,1,1,0,100,160,-60,T,393
210,CT Deep Catwalk Mid peek,K1to,1,2,-1,115,118,-3,CT,393
211,CT Deep Catwalk Mid peek,K1to,2,3,-1,200,368,-168,T,393
212,Back B Site Peeking Apps/Plat,K1to,0,0,0,0,0,0,CT,393
213,Back B Site Peeking Apps/Plat,K1to,2,5,-3,147,586,-439,T,393
214,Deep Palace,K1to,1,2,-1,159,200,-41,CT,393
215,Deep Palace,K1to,2,1,1,266,173,93,T,393
216,Left Side Platform,K1to,0,0,0,0,0,0,CT,393
217,Left Side Platform,K1to,5,3,2,509,467,42,T,393
218,B Bombsite Cross to Catwalk,K1to,0,1,-1,15,100,-85,CT,393
219,B Bombsite Cross to Catwalk,K1to,8,0,8,752,49,703,T,393
220,T Spawn A Ramp,K1to,1,0,1,100,0,100,CT,393
221,T Spawn A Ramp,K1to,2,1,1,287,154,133,T,393
222,CT Catwalk,K1to,0,1,-1,87,99,-12,CT,393
223,CT Catwalk,K1to,1,0,1,115,49,66,T,393
224,Back Left B Site From T's' Perspective,K1to,1,2,-1,23,100,-77,CT,393
225,Back Left B Site From T's' Perspective,K1to,0,1,-1,0,34,-34,T,393
226,Deep Jungle,K1to,2,0,2,135,6,129,CT,393
227,Deep Jungle,K1to,2,1,1,115,139,-24,T,393
228,Catwalk T Aparments Peek,K1to,1,1,0,128,169,-41,CT,393
229,Catwalk T Aparments Peek,K1to,2,5,-3,227,363,-136,T,393
230,Deep Catwalk,K1to,2,0,2,200,26,174,CT,393
231,Deep Catwalk,K1to,1,1,0,156,209,-53,T,393
232,Sandwhich,K1to,3,4,-1,363,318,45,CT,393
233,Sandwhich,K1to,0,0,0,0,32,-32,T,393
234,Deep CT,K1to,0,2,-2,136,170,-34,CT,393
235,Deep CT,K1to,1,1,0,100,100,0,T,393
236,Catwalk Connector Peek,K1to,3,1,2,234,287,-53,CT,393
237,Catwalk Connector Peek,K1to,3,4,-1,279,410,-131,T,393
238,CT Outside Market,K1to,0,0,0,0,0,0,CT,393
239,CT Outside Market,K1to,0,2,-2,53,83,-30,T,393
240,B Site Default Plant,K1to,1,0,1,53,0,53,CT,393
241,B Site Default Plant,K1to,1,5,-4,200,381,-181,T,393
242,Top Mid,K1to,2,0,2,216,0,216,CT,393
243,Top Mid,K1to,0,2,-2,10,200,-190,T,393
244,Bench,K1to,5,2,3,365,123,242,CT,393
245,Bench,K1to,1,1,0,168,100,68,T,393
246,Top Mid towards Apps,K1to,1,0,1,100,0,100,CT,393
247,Top Mid towards Apps,K1to,2,3,-1,183,349,-166,T,393
248,Underpass,K1to,2,1,1,198,100,98,CT,393
249,Underpass,K1to,1,2,-1,64,285,-221,T,393
250,Top STairs,K1to,3,4,-1,419,440,-21,CT,393
251,Top STairs,K1to,0,0,0,0,0,0,T,393
252,B site Market Plant,K1to,0,0,0,56,0,56,CT,393
253,B site Market Plant,K1to,1,2,-1,110,151,-41,T,393
254,Under balcony,K1to,1,3,-2,253,302,-49,CT,393
255,Under balcony,K1to,0,1,-1,54,79,-25,T,393
256,Underneath B apps plat,K1to,0,1,-1,0,78,-78,CT,393
257,Underneath B apps plat,K1to,5,2,3,488,270,218,T,393
258,Top Mid Catwalk,K1to,1,0,1,100,78,22,CT,393
259,Top Mid Catwalk,K1to,1,0,1,19,0,19,T,393
260,Bottom Connector,K1to,0,1,-1,210,127,83,CT,393
261,Bottom Connector,K1to,3,1,2,358,135,223,T,393
262,Stairs Palace Peek,K1to,6,1,5,469,118,351,CT,393
263,Stairs Palace Peek,K1to,0,1,-1,0,186,-186,T,393
264,T Deep Apps Underpass/Apps Peek,K1to,0,0,0,0,0,0,CT,393
265,T Deep Apps Underpass/Apps Peek,K1to,2,4,-2,247,343,-96,T,393
266,Jungle Plant,K1to,1,1,0,114,100,14,CT,393
267,Jungle Plant,K1to,0,1,-1,0,16,-16,T,393
268,CT Left Side,K1to,0,2,-2,14,240,-226,CT,393
269,CT Left Side,K1to,0,0,0,0,0,0,T,393
270,Snipers Palace Peek,K1to,4,0,4,400,23,377,CT,393
271,Snipers Palace Peek,K1to,1,1,0,100,51,49,T,393
272,Back Right B Site from T's Perspective,K1to,0,1,-1,62,100,-38,CT,393
273,Back Right B Site from T's Perspective,K1to,1,2,-1,100,141,-41,T,393
274,Top Mid Boxes Left Side Peek,K1to,0,0,0,0,0,0,CT,393
275,Top Mid Boxes Left Side Peek,K1to,1,2,-1,192,212,-20,T,393
276,Firebox,K1to,0,0,0,0,0,0,CT,393
277,Firebox,K1to,0,2,-2,48,141,-93,T,393
278,T Spawn,K1to,0,0,0,8,0,8,CT,393
279,T Spawn,K1to,0,0,0,61,0,61,T,393
280,Deep T Apps Underpass STairs,K1to,0,1,-1,0,100,-100,CT,393
281,Deep T Apps Underpass STairs,K1to,0,0,0,18,0,18,T,393
282,Headshot Angle Close A Ramp,K1to,0,1,-1,0,104,-104,CT,393
283,Headshot Angle Close A Ramp,K1to,0,0,0,0,0,0,T,393
284,Ladder Room Catwalk Side,K1to,0,1,-1,45,68,-23,CT,393
285,Ladder Room Catwalk Side,K1to,0,1,-1,0,100,-100,T,393
286,Top Mid Boxes Right Side Peek,K1to,0,0,0,0,0,0,CT,393
287,Top Mid Boxes Right Side Peek,K1to,0,2,-2,0,180,-180,T,393
288,Catwalk Plant B Site,K1to,0,1,-1,0,100,-100,CT,393
289,Catwalk Plant B Site,K1to,3,1,2,315,190,125,T,393
290,Right Side Connector,K1to,5,1,4,433,184,249,CT,393
291,Right Side Connector,K1to,0,1,-1,0,78,-78,T,393
292,Forest,K1to,0,0,0,0,0,0,CT,393
293,Forest,K1to,1,1,0,60,139,-79,T,393
294,Deep T Apps,K1to,0,0,0,3,0,3,CT,393
295,Deep T Apps,K1to,1,2,-1,206,322,-116,T,393
296,Deep T Spawn T Ramp,K1to,2,0,2,232,34,198,CT,393
297,Deep T Spawn T Ramp,K1to,0,1,-1,0,100,-100,T,393
298,Top Van,K1to,0,0,0,0,0,0,CT,393
299,Top Van,K1to,0,1,-1,0,100,-100,T,393
300,Bench Closer To Jungle,K1to,0,0,0,39,0,39,CT,393
301,Bench Closer To Jungle,K1to,0,1,-1,0,15,-15,T,393
302,Inside Market Doors,K1to,1,2,-1,83,129,-46,CT,393
303,Inside Market Doors,K1to,0,0,0,52,0,52,T,393
304,Right Side Platform,K1to,0,0,0,0,0,0,CT,393
305,Right Side Platform,K1to,1,2,-1,127,203,-76,T,393
306,Chair,K1to,0,0,0,0,0,0,CT,393
307,Chair,K1to,1,2,-1,141,200,-59,T,393
308,Balcony Boaxes,K1to,0,1,-1,1,194,-193,CT,393
309,Balcony Boaxes,K1to,0,0,0,0,0,0,T,393
310,Close Right Market Window,K1to,0,0,0,47,0,47,CT,393
311,Close Right Market Window,K1to,5,2,3,406,299,107,T,393
312,Leftside Connector,K1to,1,1,0,98,104,-6,CT,393
313,Leftside Connector,K1to,0,1,-1,48,124,-76,T,393
314,Right Side Snipers Nest,K1to,0,1,-1,0,155,-155,CT,393
315,Right Side Snipers Nest,K1to,0,0,0,0,0,0,T,393
316,Middle Bench,K1to,0,0,0,0,0,0,CT,393
317,Middle Bench,K1to,1,1,0,127,164,-37,T,393
318,Safe Plant B Site,K1to,0,0,0,0,0,0,CT,393
319,Safe Plant B Site,K1to,0,0,0,0,0,0,T,393
320,Top Mid Right Side,K1to,1,1,0,87,85,2,CT,393
321,Top Mid Right Side,K1to,0,0,0,0,0,0,T,393
322,Top Connector,K1to,0,0,0,0,11,-11,CT,393
323,Top Connector,K1to,2,0,2,200,44,156,T,393
324,Bench Closer to Tribox,K1to,0,1,-1,29,121,-92,CT,393
325,Bench Closer to Tribox,K1to,0,0,0,0,0,0,T,393
326,Behind Big Boxes,K1to,0,0,0,0,0,0,CT,393
327,Behind Big Boxes,K1to,0,0,0,0,14,-14,T,393
328,Bottom Mid Ladder Room Peek,K1to,1,0,1,100,0,100,CT,393
329,Bottom Mid Ladder Room Peek,K1to,1,1,0,105,100,5,T,393
330,T Deep apps,K1to,0,0,0,25,81,-56,CT,393
331,T Deep apps,K1to,0,1,-1,49,100,-51,T,393
332,Apartments Right CT Corner,K1to,0,0,0,0,0,0,CT,393
333,Apartments Right CT Corner,K1to,1,1,0,126,100,26,T,393
334,Bottom Stairs,Tabsen,14,12,2,1256,1341,-85,CT,393
335,Bottom Stairs,Tabsen,2,8,-6,278,843,-565,T,393
336,Mid Close Connector,Tabsen,8,8,0,968,791,177,CT,393
337,Mid Close Connector,Tabsen,6,8,-2,951,996,-45,T,393
338,Top Mid,Tabsen,1,0,1,55,0,55,CT,393
339,Top Mid,Tabsen,2,9,-7,333,1006,-673,T,393
340,Bottom Connector,Tabsen,0,4,-4,37,332,-295,CT,393
341,Bottom Connector,Tabsen,5,7,-2,646,757,-111,T,393
342,Top Mid Left Side,Tabsen,0,1,-1,40,100,-60,CT,393
343,Top Mid Left Side,Tabsen,8,15,-7,1110,1838,-728,T,393
344,Snipers Nest,Tabsen,8,6,2,1567,705,862,CT,393
345,Snipers Nest,Tabsen,2,2,0,138,222,-84,T,393
346,Default A,Tabsen,5,3,2,487,290,197,CT,393
347,Default A,Tabsen,2,2,0,260,161,99,T,393
348,Leftside Connector,Tabsen,2,5,-3,395,416,-21,CT,393
349,Leftside Connector,Tabsen,2,3,-1,135,263,-128,T,393
350,Deep Catwalk,Tabsen,3,3,0,346,314,32,CT,393
351,Deep Catwalk,Tabsen,2,9,-7,509,950,-441,T,393
352,Catwalk Connector Peek,Tabsen,0,2,-2,30,199,-169,CT,393
353,Catwalk Connector Peek,Tabsen,6,7,-1,661,927,-266,T,393
354,A Site Exposed to Stairs Connector Cat,Tabsen,5,2,3,357,142,215,CT,393
355,A Site Exposed to Stairs Connector Cat,Tabsen,3,5,-2,254,535,-281,T,393
356,Top Balcony,Tabsen,1,0,1,100,1,99,CT,393
357,Top Balcony,Tabsen,2,2,0,110,121,-11,T,393
358,A Ramp,Tabsen,1,0,1,84,38,46,CT,393
359,A Ramp,Tabsen,4,2,2,309,272,37,T,393
360,Deep Jungle,Tabsen,8,3,5,1101,291,810,CT,393
361,Deep Jungle,Tabsen,1,2,-1,174,229,-55,T,393
362,Close A Ramp,Tabsen,1,1,0,164,125,39,CT,393
363,Close A Ramp,Tabsen,0,1,-1,91,59,32,T,393
364,A Site,Tabsen,4,1,3,379,49,330,CT,393
365,A Site,Tabsen,9,2,7,442,279,163,T,393
366,Catwalk T Aparments Peek,Tabsen,0,1,-1,38,92,-54,CT,393
367,Catwalk T Aparments Peek,Tabsen,1,3,-2,100,204,-104,T,393
368,Ticketbooth ,Tabsen,17,6,11,1516,689,827,CT,393
369,Ticketbooth ,Tabsen,5,0,5,473,44,429,T,393
370,Triple Box,Tabsen,5,3,2,420,331,89,CT,393
371,Triple Box,Tabsen,2,4,-2,237,344,-107,T,393
372,T Palace Stairs Peek,Tabsen,0,1,-1,108,100,8,CT,393
373,T Palace Stairs Peek,Tabsen,4,0,4,366,89,277,T,393
374,Tetris,Tabsen,3,2,1,351,236,115,CT,393
375,Tetris,Tabsen,1,2,-1,100,232,-132,T,393
376,Close Market door,Tabsen,2,3,-1,262,325,-63,CT,393
377,Close Market door,Tabsen,0,0,0,0,0,0,T,393
378,Sandwhich,Tabsen,0,4,-4,135,315,-180,CT,393
379,Sandwhich,Tabsen,3,2,1,300,262,38,T,393
380,CT Side Apps,Tabsen,1,0,1,100,0,100,CT,393
381,CT Side Apps,Tabsen,3,4,-1,428,407,21,T,393
382,Deep CT,Tabsen,0,3,-3,140,269,-129,CT,393
383,Deep CT,Tabsen,2,2,0,278,152,126,T,393
384,CT Deep Catwalk Mid peek,Tabsen,2,0,2,82,0,82,CT,393
385,CT Deep Catwalk Mid peek,Tabsen,3,2,1,240,210,30,T,393
386,market,Tabsen,2,1,1,219,147,72,CT,393
387,market,Tabsen,1,0,1,100,0,100,T,393
388,Bench,Tabsen,0,0,0,0,0,0,CT,393
389,Bench,Tabsen,1,1,0,178,129,49,T,393
390,Top Connector,Tabsen,2,0,2,223,114,109,CT,393
391,Top Connector,Tabsen,2,2,0,160,105,55,T,393
392,Left Side Platform,Tabsen,0,0,0,0,0,0,CT,393
393,Left Side Platform,Tabsen,2,3,-1,192,209,-17,T,393
394,Middle Bench,Tabsen,1,0,1,4,13,-9,CT,393
395,Middle Bench,Tabsen,1,3,-2,139,259,-120,T,393
396,B Bombsite Cross to Catwalk,Tabsen,0,0,0,16,0,16,CT,393
397,B Bombsite Cross to Catwalk,Tabsen,2,5,-3,254,346,-92,T,393
398,CT Catwalk,Tabsen,2,0,2,285,76,209,CT,393
399,CT Catwalk,Tabsen,7,4,3,735,652,83,T,393
400,Arch,Tabsen,3,2,1,262,200,62,CT,393
401,Arch,Tabsen,4,2,2,421,124,297,T,393
402,Stairs Palace Peek,Tabsen,3,2,1,449,125,324,CT,393
403,Stairs Palace Peek,Tabsen,0,0,0,43,0,43,T,393
404,Back Left B Site From T's' Perspective,Tabsen,2,4,-2,234,305,-71,CT,393
405,Back Left B Site From T's' Perspective,Tabsen,0,0,0,0,0,0,T,393
406,Snipers Palace Peek,Tabsen,1,2,-1,149,296,-147,CT,393
407,Snipers Palace Peek,Tabsen,0,0,0,95,0,95,T,393
408,B Site Default Plant,Tabsen,0,0,0,0,0,0,CT,393
409,B Site Default Plant,Tabsen,0,2,-2,0,200,-200,T,393
410,Deep Palace,Tabsen,0,1,-1,0,100,-100,CT,393
411,Deep Palace,Tabsen,0,2,-2,16,200,-184,T,393
412,Left Side corner deep jungle,Tabsen,5,1,4,522,110,412,CT,393
413,Left Side corner deep jungle,Tabsen,1,1,0,47,12,35,T,393
