,Location,Player,Kills,Deaths,K/D,Damage Dealt,Damage Taken,Damage Differential,Side,Total Rounds
52,A Site,Hunter,2,1,1,0,0,0,CT,417
53,A Site,Hunter,2,3,-1,0,0,0,T,417
54,Back B Site Peeking Apps/Plat,Hunter,3,0,3,0,0,0,CT,417
55,Back B Site Peeking Apps/Plat,Hunter,3,3,0,0,0,0,T,417
56,Top Balcony,Hunter,1,0,1,0,0,0,CT,417
57,Top Balcony,Hunter,0,3,-3,0,0,0,T,417
58,Top Mid,Hunter,3,0,3,0,0,0,CT,417
59,Top Mid,Hunter,3,8,-5,0,0,0,T,417
60,B Bombsite Cross to Catwalk,Hunter,3,2,1,0,0,0,CT,417
61,B Bombsite Cross to Catwalk,Hunter,3,3,0,0,0,0,T,417
62,market,Hunter,2,2,0,0,0,0,CT,417
63,market,Hunter,1,2,-1,0,0,0,T,417
64,Right Side Snipers Nest,Hunter,0,3,-3,0,0,0,CT,417
65,Right Side Snipers Nest,Hunter,1,1,0,0,0,0,T,417
66,Back Right B Site from T's Perspective,Hunter,2,5,-3,0,0,0,CT,417
67,Back Right B Site from T's Perspective,Hunter,1,0,1,0,0,0,T,417
68,B Site Default Plant,Hunter,5,2,3,0,0,0,CT,417
69,B Site Default Plant,Hunter,2,4,-2,0,0,0,T,417
70,Close Market door,Hunter,5,4,1,0,0,0,CT,417
71,Close Market door,Hunter,4,0,4,0,0,0,T,417
72,Ladder Room Catwalk Side,Hunter,11,3,8,0,0,0,CT,417
73,Ladder Room Catwalk Side,Hunter,4,1,3,0,0,0,T,417
74,T Deep Apps Underpass/Apps Peek,Hunter,1,0,1,0,0,0,CT,417
75,T Deep Apps Underpass/Apps Peek,Hunter,2,5,-3,0,0,0,T,417
76,Firebox,Hunter,1,2,-1,0,0,0,CT,417
77,Firebox,Hunter,1,2,-1,0,0,0,T,417
78,Back Left B Site From T's' Perspective,Hunter,3,3,0,0,0,0,CT,417
79,Back Left B Site From T's' Perspective,Hunter,1,0,1,0,0,0,T,417
80,Top STairs,Hunter,0,2,-2,0,0,0,CT,417
81,Top STairs,Hunter,1,2,-1,0,0,0,T,417
82,Bench,Hunter,2,2,0,0,0,0,CT,417
83,Bench,Hunter,0,1,-1,0,0,0,T,417
84,Left Side corner deep jungle,Hunter,5,3,2,0,0,0,CT,417
85,Left Side corner deep jungle,Hunter,0,2,-2,0,0,0,T,417
86,Connector behind box,Hunter,2,0,2,0,0,0,CT,417
87,Connector behind box,Hunter,5,4,1,0,0,0,T,417
88,Murder Hole,Hunter,1,2,-1,0,0,0,CT,417
89,Murder Hole,Hunter,2,2,0,0,0,0,T,417
90,Inside Market Doors,Hunter,0,1,-1,0,0,0,CT,417
91,Inside Market Doors,Hunter,0,1,-1,0,0,0,T,417
92,T Palace Stairs Peek,Hunter,0,0,0,0,0,0,CT,417
93,T Palace Stairs Peek,Hunter,5,5,0,0,0,0,T,417
94,Bottom Mid Ladder Room Peek,Hunter,0,0,0,0,0,0,CT,417
95,Bottom Mid Ladder Room Peek,Hunter,4,6,-2,0,0,0,T,417
96,Top Mid Catwalk,Hunter,0,0,0,0,0,0,CT,417
97,Top Mid Catwalk,Hunter,3,4,-1,0,0,0,T,417
98,Van Barrel Peek,Hunter,0,1,-1,0,0,0,CT,417
99,Van Barrel Peek,Hunter,5,4,1,0,0,0,T,417
100,Top Mid towards Apps,Hunter,0,1,-1,0,0,0,CT,417
101,Top Mid towards Apps,Hunter,0,1,-1,0,0,0,T,417
102,Sandwhich,Hunter,0,0,0,0,0,0,CT,417
103,Sandwhich,Hunter,2,6,-4,0,0,0,T,417
104,CT Left Side,Hunter,1,1,0,0,0,0,CT,417
105,CT Left Side,Hunter,1,0,1,0,0,0,T,417
106,A Ramp,Hunter,0,0,0,0,0,0,CT,417
107,A Ramp,Hunter,4,4,0,0,0,0,T,417
108,Market Window Peek,Hunter,0,3,-3,0,0,0,CT,417
109,Market Window Peek,Hunter,2,0,2,0,0,0,T,417
110,Deep T Apps Underpass STairs,Hunter,0,0,0,0,0,0,CT,417
111,Deep T Apps Underpass STairs,Hunter,6,3,3,0,0,0,T,417
112,Leftside Connector,Hunter,4,1,3,0,0,0,CT,417
113,Leftside Connector,Hunter,3,1,2,0,0,0,T,417
114,T Deep apps,Hunter,0,3,-3,0,0,0,CT,417
115,T Deep apps,Hunter,0,0,0,0,0,0,T,417
116,Jungle Plant,Hunter,0,1,-1,0,0,0,CT,417
117,Jungle Plant,Hunter,1,0,1,0,0,0,T,417
118,Top Mid Left Side,Hunter,3,1,2,0,0,0,CT,417
119,Top Mid Left Side,Hunter,1,2,-1,0,0,0,T,417
120,Close Left CT A Ramp,Hunter,1,1,0,0,0,0,CT,417
121,Close Left CT A Ramp,Hunter,1,1,0,0,0,0,T,417
122,Catwalk Plant B Site,Hunter,4,0,4,0,0,0,CT,417
123,Catwalk Plant B Site,Hunter,2,0,2,0,0,0,T,417
124,Under balcony,Hunter,0,0,0,0,0,0,CT,417
125,Under balcony,Hunter,1,0,1,0,0,0,T,417
126,CT Spawn,Hunter,0,1,-1,0,0,0,CT,417
127,CT Spawn,Hunter,2,0,2,0,0,0,T,417
128,Top Van,Hunter,0,0,0,0,0,0,CT,417
129,Top Van,Hunter,1,1,0,0,0,0,T,417
130,Stairs Palace Peek,Hunter,1,0,1,0,0,0,CT,417
131,Stairs Palace Peek,Hunter,3,3,0,0,0,0,T,417
132,Deep T Spawn T Ramp,Hunter,0,0,0,0,0,0,CT,417
133,Deep T Spawn T Ramp,Hunter,0,0,0,0,0,0,T,417
134,Right Side Platform,Hunter,1,0,1,0,0,0,CT,417
135,Right Side Platform,Hunter,2,1,1,0,0,0,T,417
136,Bottom Mid Boosting Snipers,Hunter,0,0,0,0,0,0,CT,417
137,Bottom Mid Boosting Snipers,Hunter,1,2,-1,0,0,0,T,417
138,Bench Closer To Jungle,Hunter,0,0,0,0,0,0,CT,417
139,Bench Closer To Jungle,Hunter,3,1,2,0,0,0,T,417
140,Register Market,Hunter,0,0,0,0,0,0,CT,417
141,Register Market,Hunter,0,0,0,0,0,0,T,417
142,Semi Elevated CT Van,Hunter,0,1,-1,0,0,0,CT,417
143,Semi Elevated CT Van,Hunter,0,0,0,0,0,0,T,417
144,Safe Plant B Site,Hunter,0,0,0,0,0,0,CT,417
145,Safe Plant B Site,Hunter,0,2,-2,0,0,0,T,417
146,Right Side Connector,Hunter,1,0,1,0,0,0,CT,417
147,Right Side Connector,Hunter,4,0,4,0,0,0,T,417
148,Chair,Hunter,0,1,-1,0,0,0,CT,417
149,Chair,Hunter,0,0,0,0,0,0,T,417
150,Elevated Snipers Awp Peek,Hunter,1,0,1,0,0,0,CT,417
151,Elevated Snipers Awp Peek,Hunter,0,1,-1,0,0,0,T,417
152,Middle Bench,Hunter,0,0,0,0,0,0,CT,417
153,Middle Bench,Hunter,5,1,4,0,0,0,T,417
154,Bench Closer to Tribox,Hunter,2,0,2,0,0,0,CT,417
155,Bench Closer to Tribox,Hunter,0,1,-1,0,0,0,T,417
156,Foyer,Hunter,0,1,-1,452,400,52,CT,417
157,Foyer,Hunter,0,0,0,90,0,90,T,417
158,Close Right Market Window,Hunter,0,0,0,0,0,0,CT,417
159,Close Right Market Window,Hunter,2,0,2,0,0,0,T,417
160,Balcony Boaxes,Hunter,0,1,-1,0,0,0,CT,417
161,Balcony Boaxes,Hunter,0,0,0,0,0,0,T,417
162,T Spawn A Ramp,Hunter,2,0,2,0,0,0,CT,417
163,T Spawn A Ramp,Hunter,2,0,2,0,0,0,T,417
164,T apps entrance close left,Hunter,0,0,0,0,0,0,CT,417
165,T apps entrance close left,Hunter,0,1,-1,0,0,0,T,417
166,Close A Ramp,Hunter,0,0,0,0,0,0,CT,417
167,Close A Ramp,Hunter,2,0,2,0,0,0,T,417
168,T Spawn,Hunter,2,0,2,0,0,0,CT,417
169,T Spawn,Hunter,1,0,1,0,0,0,T,417
170,Flowerpot CT,Hunter,0,0,0,0,0,0,CT,417
171,Flowerpot CT,Hunter,0,0,0,0,0,0,T,417
172,BankExterior,Hunter,0,1,-1,1010,937,73,CT,417
173,BankExterior,Hunter,0,0,0,862,561,301,T,417
174,Top Mid Boxes Right Side Peek,Hunter,0,0,0,0,0,0,CT,417
175,Top Mid Boxes Right Side Peek,Hunter,0,0,0,0,0,0,T,417
176,B site Market Plant,Hunter,1,0,1,0,0,0,CT,417
177,B site Market Plant,Hunter,1,0,1,0,0,0,T,417
178,Close Market Window,Hunter,0,1,-1,0,0,0,CT,417
179,Close Market Window,Hunter,0,0,0,0,0,0,T,417
180,Top Mid Boxes Left Side Peek,Hunter,0,0,0,0,0,0,CT,417
181,Top Mid Boxes Left Side Peek,Hunter,0,0,0,0,0,0,T,417
182,Default A,Nexa,6,7,-1,0,0,0,CT,417
183,Default A,Nexa,8,12,-4,0,0,0,T,417
184,Ticketbooth ,Nexa,26,18,8,0,0,0,CT,417
185,Ticketbooth ,Nexa,1,1,0,0,0,0,T,417
186,A Site,Nexa,7,5,2,0,0,0,CT,417
187,A Site,Nexa,4,11,-7,0,0,0,T,417
188,Top Balcony,Nexa,6,5,1,0,0,0,CT,417
189,Top Balcony,Nexa,13,7,6,0,0,0,T,417
190,Tetris,Nexa,7,3,4,0,0,0,CT,417
191,Tetris,Nexa,5,9,-4,0,0,0,T,417
192,Deep Jungle,Nexa,3,4,-1,0,0,0,CT,417
193,Deep Jungle,Nexa,3,3,0,0,0,0,T,417
194,A Ramp,Nexa,7,4,3,0,0,0,CT,417
195,A Ramp,Nexa,3,8,-5,0,0,0,T,417
196,Triple Box,Nexa,2,4,-2,0,0,0,CT,417
197,Triple Box,Nexa,4,3,1,0,0,0,T,417
198,Close A Ramp,Nexa,9,11,-2,0,0,0,CT,417
199,Close A Ramp,Nexa,7,5,2,0,0,0,T,417
200,CT Side Apps,Nexa,1,0,1,0,0,0,CT,417
201,CT Side Apps,Nexa,9,11,-2,0,0,0,T,417
202,Left Side Platform,Nexa,0,0,0,0,0,0,CT,417
203,Left Side Platform,Nexa,4,8,-4,0,0,0,T,417
204,Bench,Nexa,1,2,-1,0,0,0,CT,417
205,Bench,Nexa,3,6,-3,0,0,0,T,417
206,Top Mid,Nexa,2,3,-1,0,0,0,CT,417
207,Top Mid,Nexa,4,9,-5,0,0,0,T,417
208,Back B Site Peeking Apps/Plat,Nexa,0,1,-1,0,0,0,CT,417
209,Back B Site Peeking Apps/Plat,Nexa,7,5,2,0,0,0,T,417
210,Bottom Stairs,Nexa,6,5,1,0,0,0,CT,417
211,Bottom Stairs,Nexa,6,3,3,0,0,0,T,417
212,T Spawn A Ramp,Nexa,6,3,3,0,0,0,CT,417
213,T Spawn A Ramp,Nexa,0,4,-4,0,0,0,T,417
214,A Site Exposed to Stairs Connector Cat,Nexa,1,2,-1,0,0,0,CT,417
215,A Site Exposed to Stairs Connector Cat,Nexa,1,7,-6,0,0,0,T,417
216,T Palace Stairs Peek,Nexa,2,1,1,0,0,0,CT,417
217,T Palace Stairs Peek,Nexa,2,4,-2,0,0,0,T,417
218,Deep Catwalk,Nexa,0,1,-1,0,0,0,CT,417
219,Deep Catwalk,Nexa,3,5,-2,0,0,0,T,417
220,T Spawn,Nexa,1,3,-2,0,0,0,CT,417
221,T Spawn,Nexa,1,1,0,0,0,0,T,417
222,Ladder Room Catwalk Side,Nexa,3,2,1,0,0,0,CT,417
223,Ladder Room Catwalk Side,Nexa,4,2,2,0,0,0,T,417
224,Underneath B apps plat,Nexa,0,0,0,0,0,0,CT,417
225,Underneath B apps plat,Nexa,2,5,-3,0,0,0,T,417
226,Mid Close Connector,Nexa,5,2,3,0,0,0,CT,417
227,Mid Close Connector,Nexa,1,4,-3,0,0,0,T,417
228,Snipers Nest,Nexa,3,3,0,0,0,0,CT,417
229,Snipers Nest,Nexa,0,1,-1,0,0,0,T,417
230,Under balcony,Nexa,4,4,0,0,0,0,CT,417
231,Under balcony,Nexa,0,3,-3,0,0,0,T,417
232,Catwalk T Aparments Peek,Nexa,1,1,0,0,0,0,CT,417
233,Catwalk T Aparments Peek,Nexa,3,2,1,0,0,0,T,417
234,CT Deep Catwalk Mid peek,Nexa,3,3,0,0,0,0,CT,417
235,CT Deep Catwalk Mid peek,Nexa,0,3,-3,0,0,0,T,417
236,Deep CT,Nexa,2,2,0,0,0,0,CT,417
237,Deep CT,Nexa,0,1,-1,0,0,0,T,417
238,CT Catwalk,Nexa,7,2,5,0,0,0,CT,417
239,CT Catwalk,Nexa,5,4,1,0,0,0,T,417
240,Top Mid Left Side,Nexa,0,0,0,0,0,0,CT,417
241,Top Mid Left Side,Nexa,3,6,-3,0,0,0,T,417
242,Close Market door,Nexa,8,4,4,0,0,0,CT,417
243,Close Market door,Nexa,0,0,0,0,0,0,T,417
244,Sandwhich,Nexa,0,0,0,0,0,0,CT,417
245,Sandwhich,Nexa,3,4,-1,0,0,0,T,417
246,Firebox,Nexa,5,0,5,0,0,0,CT,417
247,Firebox,Nexa,1,3,-2,0,0,0,T,417
248,Jungle Plant,Nexa,0,1,-1,0,0,0,CT,417
249,Jungle Plant,Nexa,3,4,-1,0,0,0,T,417
250,Deep Palace,Nexa,1,3,-2,0,0,0,CT,417
251,Deep Palace,Nexa,2,3,-1,0,0,0,T,417
252,Arch,Nexa,4,0,4,0,0,0,CT,417
253,Arch,Nexa,2,3,-1,0,0,0,T,417
254,Catwalk Plant B Site,Nexa,0,0,0,0,0,0,CT,417
255,Catwalk Plant B Site,Nexa,2,2,0,0,0,0,T,417
256,Catwalk Connector Peek,Nexa,0,0,0,0,0,0,CT,417
257,Catwalk Connector Peek,Nexa,2,4,-2,0,0,0,T,417
258,market,Nexa,3,2,1,0,0,0,CT,417
259,market,Nexa,0,0,0,0,0,0,T,417
260,Market Window Peek,Nexa,2,4,-2,0,0,0,CT,417
261,Market Window Peek,Nexa,0,0,0,0,0,0,T,417
262,Back Right B Site from T's Perspective,Nexa,0,3,-3,0,0,0,CT,417
263,Back Right B Site from T's Perspective,Nexa,0,0,0,0,0,0,T,417
264,Stairs Palace Peek,Nexa,0,1,-1,0,0,0,CT,417
265,Stairs Palace Peek,Nexa,1,2,-1,0,0,0,T,417
266,Bottom Connector,Nexa,0,0,0,0,0,0,CT,417
267,Bottom Connector,Nexa,2,2,0,0,0,0,T,417
268,Deep T Apps Underpass STairs,Nexa,0,1,-1,0,0,0,CT,417
269,Deep T Apps Underpass STairs,Nexa,1,2,-1,0,0,0,T,417
270,Top Connector,Nexa,0,1,-1,0,0,0,CT,417
271,Top Connector,Nexa,1,3,-2,0,0,0,T,417
272,Bottom Mid Ladder Room Peek,Nexa,0,0,0,0,0,0,CT,417
273,Bottom Mid Ladder Room Peek,Nexa,1,1,0,0,0,0,T,417
274,T Deep Apps Underpass/Apps Peek,Nexa,0,1,-1,0,0,0,CT,417
275,T Deep Apps Underpass/Apps Peek,Nexa,1,1,0,0,0,0,T,417
276,Ninja,Nexa,4,3,1,0,0,0,CT,417
277,Ninja,Nexa,1,0,1,0,0,0,T,417
278,Deep T Spawn T Ramp,Nexa,0,0,0,0,0,0,CT,417
279,Deep T Spawn T Ramp,Nexa,0,0,0,0,0,0,T,417
280,B Bombsite Cross to Catwalk,Nexa,0,0,0,0,0,0,CT,417
281,B Bombsite Cross to Catwalk,Nexa,5,1,4,0,0,0,T,417
282,Left Side corner deep jungle,Nexa,0,0,0,0,0,0,CT,417
283,Left Side corner deep jungle,Nexa,2,1,1,0,0,0,T,417
284,Leftside Connector,Nexa,2,2,0,0,0,0,CT,417
285,Leftside Connector,Nexa,0,0,0,0,0,0,T,417
286,B site Market Plant,Nexa,2,0,2,0,0,0,CT,417
287,B site Market Plant,Nexa,1,1,0,0,0,0,T,417
288,Close Right Market Window,Nexa,1,0,1,0,0,0,CT,417
289,Close Right Market Window,Nexa,0,2,-2,0,0,0,T,417
290,Forest,Nexa,0,1,-1,0,0,0,CT,417
291,Forest,Nexa,2,2,0,0,0,0,T,417
292,B Site Default Plant,Nexa,1,0,1,0,0,0,CT,417
293,B Site Default Plant,Nexa,1,1,0,0,0,0,T,417
294,T Spawn towards Apps,Nexa,0,2,-2,0,0,0,CT,417
295,T Spawn towards Apps,Nexa,2,1,1,0,0,0,T,417
296,Deep T Apps,Nexa,0,0,0,0,0,0,CT,417
297,Deep T Apps,Nexa,8,2,6,0,0,0,T,417
298,Top Mid Catwalk,Nexa,1,0,1,0,0,0,CT,417
299,Top Mid Catwalk,Nexa,0,1,-1,0,0,0,T,417
300,Bench Closer To Jungle,Nexa,0,0,0,0,0,0,CT,417
301,Bench Closer To Jungle,Nexa,0,1,-1,0,0,0,T,417
302,Top STairs,Nexa,0,0,0,0,0,0,CT,417
303,Top STairs,Nexa,1,0,1,0,0,0,T,417
304,Underpass,Nexa,0,0,0,0,0,0,CT,417
305,Underpass,Nexa,0,2,-2,0,0,0,T,417
306,Snipers Palace Peek,Nexa,3,3,0,0,0,0,CT,417
307,Snipers Palace Peek,Nexa,0,0,0,0,0,0,T,417
308,Connector behind box,Nexa,1,1,0,0,0,0,CT,417
309,Connector behind box,Nexa,1,0,1,0,0,0,T,417
310,Apartments Right CT Corner,Nexa,0,1,-1,0,0,0,CT,417
311,Apartments Right CT Corner,Nexa,1,1,0,0,0,0,T,417
312,T Deep apps,Nexa,2,1,1,0,0,0,CT,417
313,T Deep apps,Nexa,1,1,0,0,0,0,T,417
314,Inside Market Doors,Nexa,1,1,0,0,0,0,CT,417
315,Inside Market Doors,Nexa,0,0,0,0,0,0,T,417
316,Chair,Nexa,0,0,0,0,0,0,CT,417
317,Chair,Nexa,1,1,0,0,0,0,T,417
318,Back Left B Site From T's' Perspective,Nexa,1,0,1,0,0,0,CT,417
319,Back Left B Site From T's' Perspective,Nexa,1,0,1,0,0,0,T,417
320,Under window B apps,Nexa,1,1,0,0,0,0,CT,417
321,Under window B apps,Nexa,0,0,0,0,0,0,T,417
322,Van Barrel Peek,Nexa,0,0,0,0,0,0,CT,417
323,Van Barrel Peek,Nexa,2,0,2,0,0,0,T,417
324,CT Left Side,Nexa,1,0,1,0,0,0,CT,417
325,CT Left Side,Nexa,2,0,2,0,0,0,T,417
326,Murder Hole,Nexa,0,0,0,0,0,0,CT,417
327,Murder Hole,Nexa,0,0,0,0,0,0,T,417
328,Right Side Platform,Nexa,0,0,0,0,0,0,CT,417
329,Right Side Platform,Nexa,3,0,3,0,0,0,T,417
330,Close Left CT A Ramp,Nexa,2,1,1,0,0,0,CT,417
331,Close Left CT A Ramp,Nexa,7,0,7,0,0,0,T,417
332,Middle Bench,Nexa,0,0,0,0,0,0,CT,417
333,Middle Bench,Nexa,0,1,-1,0,0,0,T,417
334,Register Market,Nexa,1,2,-1,0,0,0,CT,417
335,Register Market,Nexa,0,0,0,0,0,0,T,417
336,Bench Closer to Tribox,Nexa,0,0,0,0,0,0,CT,417
337,Bench Closer to Tribox,Nexa,0,0,0,0,0,0,T,417
338,Elevated Snipers Awp Peek,Nexa,0,0,0,0,0,0,CT,417
339,Elevated Snipers Awp Peek,Nexa,0,0,0,0,0,0,T,417
340,Right Side Connector,Nexa,0,0,0,0,0,0,CT,417
341,Right Side Connector,Nexa,0,1,-1,0,0,0,T,417
342,Top Mid towards Apps,Nexa,0,0,0,0,0,0,CT,417
343,Top Mid towards Apps,Nexa,1,0,1,0,0,0,T,417
344,CT Spawn,Nexa,2,1,1,0,0,0,CT,417
345,CT Spawn,Nexa,0,0,0,0,0,0,T,417
346,Headshot Angle Close A Ramp,Nexa,0,0,0,0,0,0,CT,417
347,Headshot Angle Close A Ramp,Nexa,0,0,0,0,0,0,T,417
348,Semi Elevated CT Van,Nexa,0,0,0,0,0,0,CT,417
349,Semi Elevated CT Van,Nexa,0,1,-1,0,0,0,T,417
350,Top Mid Boxes Left Side Peek,Nexa,0,0,0,0,0,0,CT,417
351,Top Mid Boxes Left Side Peek,Nexa,0,1,-1,0,0,0,T,417
352,Balcony Boaxes,Nexa,2,0,2,0,0,0,CT,417
353,Balcony Boaxes,Nexa,0,0,0,0,0,0,T,417
354,Top Mid Right Side,Nexa,0,0,0,0,0,0,CT,417
355,Top Mid Right Side,Nexa,0,1,-1,0,0,0,T,417
356,Top Van,Nexa,1,1,0,0,0,0,CT,417
357,Top Van,Nexa,0,0,0,0,0,0,T,417
358,Safe Plant B Site,Nexa,0,0,0,0,0,0,CT,417
359,Safe Plant B Site,Nexa,0,0,0,0,0,0,T,417
360,CT Outside Market,Nexa,1,0,1,0,0,0,CT,417
361,CT Outside Market,Nexa,0,1,-1,0,0,0,T,417
362,Close Market Window,Nexa,0,0,0,0,0,0,CT,417
363,Close Market Window,Nexa,0,0,0,0,0,0,T,417
364,T Apps TV,Nexa,0,1,-1,0,0,0,CT,417
365,T Apps TV,Nexa,1,0,1,0,0,0,T,417
366,Ticketbooth ,Niko,11,10,1,0,0,0,CT,417
367,Ticketbooth ,Niko,5,3,2,0,0,0,T,417
368,Bottom Stairs,Niko,12,18,-6,0,0,0,CT,417
369,Bottom Stairs,Niko,2,8,-6,0,0,0,T,417
370,T Palace Stairs Peek,Niko,2,3,-1,0,0,0,CT,417
371,T Palace Stairs Peek,Niko,8,14,-6,0,0,0,T,417
372,Top Balcony,Niko,0,1,-1,0,0,0,CT,417
373,Top Balcony,Niko,22,12,10,0,0,0,T,417
374,Default A,Niko,13,8,5,0,0,0,CT,417
375,Default A,Niko,3,4,-1,0,0,0,T,417
376,A Ramp,Niko,4,1,3,0,0,0,CT,417
377,A Ramp,Niko,12,12,0,0,0,0,T,417
378,Mid Close Connector,Niko,0,4,-4,0,0,0,CT,417
379,Mid Close Connector,Niko,1,5,-4,0,0,0,T,417
380,Deep Jungle,Niko,11,12,-1,0,0,0,CT,417
381,Deep Jungle,Niko,0,1,-1,0,0,0,T,417
382,Deep Catwalk,Niko,1,1,0,0,0,0,CT,417
383,Deep Catwalk,Niko,10,8,2,0,0,0,T,417
384,Snipers Nest,Niko,19,8,11,0,0,0,CT,417
385,Snipers Nest,Niko,1,2,-1,0,0,0,T,417
386,CT Side Apps,Niko,3,2,1,0,0,0,CT,417
387,CT Side Apps,Niko,9,10,-1,0,0,0,T,417
388,Deep Palace,Niko,4,1,3,0,0,0,CT,417
389,Deep Palace,Niko,7,9,-2,0,0,0,T,417
390,Right Side Connector,Niko,3,6,-3,0,0,0,CT,417
391,Right Side Connector,Niko,2,2,0,0,0,0,T,417
392,Top Mid Left Side,Niko,1,1,0,0,0,0,CT,417
393,Top Mid Left Side,Niko,5,10,-5,0,0,0,T,417
394,A Site,Niko,1,3,-2,0,0,0,CT,417
395,A Site,Niko,2,5,-3,0,0,0,T,417
396,A Site Exposed to Stairs Connector Cat,Niko,3,1,2,0,0,0,CT,417
397,A Site Exposed to Stairs Connector Cat,Niko,2,5,-3,0,0,0,T,417
398,Deep CT,Niko,4,6,-2,0,0,0,CT,417
399,Deep CT,Niko,1,0,1,0,0,0,T,417
400,Close A Ramp,Niko,2,2,0,0,0,0,CT,417
401,Close A Ramp,Niko,3,5,-2,0,0,0,T,417
402,CT Catwalk,Niko,3,1,2,126,62,64,CT,417
403,CT Catwalk,Niko,8,3,5,0,0,0,T,417
404,Triple Box,Niko,3,4,-1,0,0,0,CT,417
405,Triple Box,Niko,3,2,1,0,0,0,T,417
406,Catwalk T Aparments Peek,Niko,3,4,-1,0,0,0,CT,417
407,Catwalk T Aparments Peek,Niko,7,3,4,0,0,0,T,417
408,Catwalk Connector Peek,Niko,1,2,-1,0,0,0,CT,417
409,Catwalk Connector Peek,Niko,7,5,2,0,0,0,T,417
410,Top Mid Catwalk,Niko,0,0,0,0,0,0,CT,417
411,Top Mid Catwalk,Niko,4,4,0,0,0,0,T,417
412,Top Mid,Niko,7,4,3,0,0,0,CT,417
413,Top Mid,Niko,6,1,5,0,0,0,T,417
414,Market Window Peek,Niko,7,2,5,0,0,0,CT,417
415,Market Window Peek,Niko,0,0,0,0,0,0,T,417
416,Left Side corner deep jungle,Niko,6,7,-1,0,0,0,CT,417
417,Left Side corner deep jungle,Niko,2,0,2,0,0,0,T,417
418,Leftside Connector,Niko,3,4,-1,0,0,0,CT,417
419,Leftside Connector,Niko,4,2,2,0,0,0,T,417
420,CT Deep Catwalk Mid peek,Niko,1,2,-1,0,0,0,CT,417
